strategy,ann_ret,ann_vol,sharpe,max_dd
uncapped,0.09468692108250379,0.25818583085663643,0.3667394169863677,-0.5569143879807212
cap 3.0x,0.09468692108250379,0.25818583085663643,0.3667394169863677,-0.5569143879807212
cap 2.0x,0.08991905013249123,0.2553569938561329,0.35213075144184713,-0.5584870447733064
cap 1.5x,0.07362100344013348,0.20047515846385244,0.3672325489315327,-0.4307829845654696
cap 1.0x,0.04938742585146856,0.13377692372006866,0.36917746707057564,-0.28819437425686917
