implementation,Sharpe,ann,vol,maxDD,mktbeta,t_alpha,turn,nL,nS,h1,h2
both legs perp ($20m),1.9671713832651474,0.9410546732814262,0.4783796070271449,-0.29023102665544986,0.036308408546625606,3.73085828598312,17.499818303340316,46.08893185113581,46.08893185113581,1.865631699844733,2.1856591805437504
LONG spot ($20m) / SHORT perp ($20m),2.037346373741935,1.0819261605498487,0.5310467451652348,-0.42780245172107667,-0.030358606455307052,3.9394317791173497,17.338065818075094,19.888835186080232,46.08893185113581,1.951545790445902,2.2003743442855628
LONG spot ($10m) / SHORT perp ($20m),1.993362414421659,0.9305717992659825,0.4668352290248095,-0.3136549650000501,-0.01520518122259158,3.9830860994699,17.23517200048627,29.42290961817303,46.08893185113581,2.0464779805454216,1.9497301449091893
LONG spot ($5m) / SHORT perp ($20m),1.9006128872574009,0.8602278203863095,0.45260548644791354,-0.2671200642252476,0.02547469545402703,3.6873426865469217,16.87407809047593,42.98501691638473,46.08893185113581,1.7694200685889212,2.0828607620985524
