signal,rebal,scheme,minvol,timing,win,sharpe,ann,vol,maxdd,turnover,sh_h1,sh_h2,n,market
funding,M,q20,50000000.0,fund63,7.0,0.22678711538885082,0.06784176628402774,0.2991429480802106,-0.45463460305944997,25.024556457870453,0.5089588494811058,-0.020148860995874953,1704,
beta_horizon,M,rank,5000000.0,none,60.0,0.22088103070760096,0.061859730049477306,0.28005904287619104,-0.9245388613589736,16.68685811998496,0.6518445412841852,-0.2590592386609202,2007,
beta_horizon,M,rank,50000000.0,disp63,60.0,0.21972292032889773,0.10017158768485204,0.45589958268763087,-0.685513705829781,28.67396160197313,0.08126880042760243,0.37449921790671026,1734,
dnbeta,M,q20,50000000.0,disp63,180.0,0.21654308786595006,0.13193149000401486,0.6092620702152654,-0.8666243628228931,28.346833320273277,0.47664465560105757,-0.034314472562552885,1734,advw
dnbeta,M,rank,50000000.0,disp63,365.0,0.2101684208486408,0.09113752641222037,0.43364043962558874,-0.9692469451184094,20.53046851904173,-0.5717562290976057,0.9737963290060849,1734,advw
beta_horizon,W,q20,5000000.0,none,90.0,0.20677806984342878,0.07847631073647945,0.3795195051191902,-1.07769487435589,29.85042496924019,0.11645063650404207,0.2938333468286812,2021,
funding,M,rank,5000000.0,fund90,21.0,0.20576850512430095,0.033315329601982586,0.16190684566550848,-0.37502333377530817,16.037623730352095,0.5240383648320232,-0.000108485329903555,1673,
beta+funding,M,q20,5000000.0,fund63,0.75,0.19222572923654016,0.04589217893165498,0.23874108379728465,-0.48228346148605433,20.086927481003016,0.24446062739577648,0.15932310167786165,1704,
funding,M,rank,50000000.0,fund90,21.0,0.18864256218890027,0.04427871107669142,0.23472280360755607,-0.4861101363554168,19.557793482193013,0.3551468913743368,0.059226016451691135,1673,
dnbeta,M,q20,20000000.0,none,365.0,0.1858746007905253,0.07191486030820145,0.3868998776720827,-1.2347509666655083,16.106566068187984,-0.5231358777589123,0.9407440632463199,2007,advw
beta_horizon,M,q20,5000000.0,none,90.0,0.18565527193101056,0.06866019525312704,0.3698262620769592,-0.9723383564248396,17.80208417747361,0.7292720212215775,-0.3660245905037882,2007,
beta+funding,M,q20,5000000.0,disp63,0.75,0.18561376440810154,0.08144587559215469,0.4387922191647538,-0.890673536453819,34.87422424835387,0.4146330934809873,-0.03809240526769316,1734,
dnbeta,M,rank,20000000.0,none,365.0,0.18282293631503316,0.05215393572417848,0.28527020063997277,-0.8652021416299198,13.00974407681154,-0.5513589543437784,0.9764955523127585,2007,advw
dnbeta,M,rank,50000000.0,disp63,180.0,0.18172405967910402,0.08184143224024085,0.4503610165035928,-0.7631174818153097,24.162503340363784,0.38554144675733104,-0.017458505855084083,1734,advw
beta_horizon,W,q20,5000000.0,disp63,1095.0,0.17706826101632536,0.09198151234445638,0.5194692251254213,-1.3449349773107642,24.150012615171946,-0.7585029561849034,1.2404970061586267,1734,
funding,W,rank,5000000.0,fund63,63.0,0.17509654578673772,0.02947392041261141,0.16832953660039499,-0.40242048130903674,18.186998356044704,-0.15503167948211813,0.42137560917241307,1704,
dnbeta,W,rank,50000000.0,disp63,365.0,0.17080501292046588,0.07493559116781033,0.43872009308475934,-1.0162839960435257,27.861316446059174,-0.8341727299995146,1.1167798378158458,1734,advw
funding,W,q20,5000000.0,fund90,63.0,0.1701330477029786,0.036525010918341545,0.21468498573015382,-0.5376936092873199,22.128026935491903,0.3152942203817874,0.07019026677883179,1673,
funding,M,rank,50000000.0,fund90,7.0,0.1682788673475841,0.038382185494012365,0.22808678296326435,-0.3271691994610311,20.96778207377021,-0.10023893709725662,0.41881308992469135,1673,
dnbeta,W,q20,20000000.0,none,180.0,0.16755627394965453,0.07980606433786971,0.4762940978375358,-1.0923438308891484,31.501364779969116,0.3470364957195561,-0.037687462246174884,2021,advw
dnbeta,W,rank,50000000.0,fund90,180.0,0.16323458782480396,0.04523815558224578,0.2771358459323515,-0.3739503076789418,19.607729323567064,0.04902690823827518,0.2548249721811516,1673,advw
beta_horizon,M,rank,20000000.0,fund90,90.0,0.1599601272454716,0.03849415259156098,0.24064842441947187,-0.5567468688802928,13.206028331069113,-0.2774178681714664,0.4872027630851564,1673,
beta_horizon,M,q20,5000000.0,fund63,60.0,0.1576910952522918,0.050495191392088204,0.32021587085371156,-0.5450340560664754,16.049547641541313,-0.058734688810537616,0.31588657417486704,1704,
beta+funding,W,q20,50000000.0,fund63,0.75,0.15736320184051308,0.05492062411830104,0.3490055074881029,-0.5819978206889278,43.770734151419255,0.03811631173316794,0.25231539604602315,1704,
beta+idvol,M,rank,5000000.0,disp63,0.25,0.14455603598312497,0.04813792293293522,0.3330052778879098,-0.8425947647675407,14.181797056976563,-0.33170281200459123,0.7697540646982796,1734,
beta+funding,M,q20,5000000.0,disp63,0.25,0.14429164843572123,0.06625619732265435,0.4591824824301597,-1.0830298832540106,22.245815112515672,-0.2441119547989712,0.6149230550185862,1734,
funding,W,q20,20000000.0,none,63.0,0.1429713707214192,0.05075284553436126,0.354986073633256,-0.6757167285258121,37.50435122837872,0.8171322160160424,-0.5253248703003689,2007,
funding,W,q20,50000000.0,fund63,21.0,0.14251177762721098,0.05025541156960329,0.35264040913912215,-0.6160134363387822,45.45028275862155,0.23492136642882394,0.06830308508831809,1704,
beta_horizon,W,q20,20000000.0,fund63,90.0,0.13870328004692017,0.05491870171526468,0.39594378515552714,-0.864405782770896,27.94446769745542,0.3029962147600267,0.05295166915935642,1704,
beta_horizon,W,rank,5000000.0,none,90.0,0.13793203860258751,0.03835071633184068,0.2780406693062626,-0.9386145682105641,21.749185875051964,0.45209954300235505,-0.18828206188966518,2021,
beta+funding,W,q20,50000000.0,fund90,0.75,0.1371037008238262,0.04712130242544017,0.343690959049964,-0.5823864662179674,40.73735612258758,0.04093612475287908,0.2147389567118778,1673,
beta+idvol,W,rank,20000000.0,disp63,0.25,0.13520506982014677,0.05226752026751082,0.3865795885985518,-0.8052219451698726,27.82273802931955,-0.29424916911267673,0.7047800757560159,1734,
funding,W,q20,50000000.0,disp63,21.0,0.13081209786743897,0.07082469345044105,0.5414231145670689,-0.859517542785486,77.12050983752822,0.41123428226907105,-0.15217921504593032,1734,
beta_horizon,W,rank,50000000.0,none,60.0,0.12906158871848197,0.04656320822416133,0.3607828532603004,-1.1315990337677087,35.098305162634304,0.4149175604784062,-0.16598899381739485,2021,
dnbeta,W,rank,20000000.0,fund63,180.0,0.1275815419109269,0.03323217107262339,0.26047789182407716,-0.6457598511915669,19.72612737173375,0.16478065283935198,0.10861057445658209,1704,advw
funding,M,rank,20000000.0,disp63,21.0,0.12749362885463525,0.040884643136980786,0.3206798920406943,-0.4763870310607945,35.44709463837931,0.2620076651883035,0.00814943326305849,1734,
funding,M,rank,5000000.0,disp63,7.0,0.12609492243891507,0.03664949068733419,0.2906500117408655,-0.6435342743222661,31.190755422217396,0.6689241398977448,-0.3934488548563013,1734,
funding,W,rank,50000000.0,disp63,21.0,0.12240498177187717,0.04712345017935044,0.3849798390328028,-0.7145553905579276,60.34944938853364,0.19871060167080348,0.039545598436569455,1734,
dnbeta,W,rank,50000000.0,none,180.0,0.12037559666668023,0.04195922900501039,0.3485692297018922,-0.5640556263640525,26.57214682364126,0.10831233500089876,0.13330229464150944,2021,advw
funding,M,rank,5000000.0,fund63,21.0,0.12025166724743899,0.020388774384244652,0.1695508665363546,-0.3649271769168944,17.10758348169709,0.43209656836297067,-0.09184014592794547,1704,
dnbeta,W,rank,20000000.0,none,180.0,0.11839759869245171,0.03961592387028934,0.33460073774971755,-0.8514349904553628,23.124842056111653,0.19216183787337393,0.034634926779084536,2021,advw
dnbeta,W,rank,20000000.0,none,365.0,0.11380316491633849,0.04294106964990997,0.3773275521948599,-1.0615322051101732,17.605000549400167,-0.2521503615006642,0.6977084018772743,2021,advw
funding,M,q20,20000000.0,none,63.0,0.10984445360564936,0.03769344399319455,0.3431529108289538,-1.1063064273054877,25.51276854107926,1.2581892712579963,-1.1176077591263147,2007,
funding,W,q20,50000000.0,fund90,21.0,0.10842980250224347,0.037487125176709456,0.34572713692744966,-0.5751299755815962,42.276189099867715,0.2665021063440939,-0.017254570959379798,1673,
beta_horizon,W,rank,50000000.0,fund63,90.0,0.10761578760427416,0.03187346517054312,0.2961783385143129,-0.5358680443306504,22.58904430035625,-0.5626545241155285,0.6161398021985648,1704,
beta+idvol,W,q20,5000000.0,disp63,0.5,0.10757908054465055,0.047544921674796424,0.4419532257952601,-1.0435001965658044,27.10256985966038,-0.1879440912635558,0.5392155856775079,1734,
funding,M,rank,20000000.0,fund90,21.0,0.1071296659146126,0.020759074878001074,0.19377522277113263,-0.3057259519729776,19.69644140393824,0.2279491961736456,0.033707505212756554,1673,
beta_horizon,M,q20,20000000.0,disp63,60.0,0.10711029657236222,0.06295165095257678,0.5877273517774971,-1.1074017185827054,33.707507248895624,-0.31447642874302023,0.5099320902151459,1720,
beta+funding,M,rank,5000000.0,disp63,0.25,0.10601423832903385,0.03614030798232618,0.3409005106479978,-0.8283124830676941,16.477913021074357,-0.3249782588169507,0.6305593183444229,1734,
beta_horizon,M,q20,5000000.0,fund90,60.0,0.10530682328608781,0.031970954153306225,0.30359812551225196,-0.48091615119862374,14.893780708512098,-0.18847412240731218,0.3092101482904025,1673,
funding,M,q20,5000000.0,disp63,21.0,0.10241830242360236,0.04200808250380631,0.41016187058110737,-1.0404245032714472,36.55270665926962,1.033234569989968,-0.6550314179090174,1734,
funding,M,rank,5000000.0,none,63.0,0.10190880555182764,0.023433073905675866,0.22994160101070493,-0.5885125518491773,15.8497141499148,0.4577999003726776,-0.3678770285717147,2007,
funding,W,rank,50000000.0,fund90,21.0,0.10190337215420547,0.02481778320060106,0.2435423153911482,-0.6375827364269442,33.656622839386635,-0.15597229133350796,0.3099881781520924,1673,
funding,M,q20,5000000.0,none,63.0,0.10095697196572831,0.03191394413627449,0.3161143159791704,-0.7931775543121511,21.21091789322343,0.6032073480154521,-0.5570819725574159,2007,
funding,M,rank,50000000.0,fund63,21.0,0.10070158091226644,0.02449514851658176,0.2432449252005537,-0.4248190165586731,20.95037123224185,0.11936698697807327,0.08571815097064908,1704,
beta_horizon,W,rank,20000000.0,none,90.0,0.09938585689819027,0.03196596581791435,0.32163495708106554,-0.9349627504628072,26.752418275384784,0.5469821883381719,-0.3178880312399547,2021,
dnbeta,W,q20,5000000.0,none,180.0,0.09707576199327216,0.037959844150088254,0.39103318244073176,-0.9467663081401227,24.31906970088434,0.19782442071339704,-0.03690309095082834,2021,advw
beta+funding,W,q20,50000000.0,disp63,0.25,0.09603250615922872,0.05857785139892715,0.6099794094907917,-1.3762485285373636,47.9798033462372,-0.4209682734765915,0.5597904866644999,1734,
beta_horizon,W,q20,20000000.0,fund90,90.0,0.09535785809245871,0.03761762486506079,0.39448898724829623,-0.859879189859865,25.97914891506774,0.07257267137031194,0.11395009624975162,1673,
beta+idvol,M,q20,5000000.0,disp63,0.25,0.09525749331774426,0.04233646209544051,0.4444423280614944,-1.1267826978512736,18.258559902470754,-0.3978431103889994,0.7186520915683274,1734,
beta_horizon,W,rank,50000000.0,fund90,90.0,0.09089209348640323,0.0260588602740552,0.28670106798622047,-0.4962648596570745,20.77668061398435,-0.6869020762514667,0.6684856085479371,1673,
funding,W,rank,5000000.0,disp63,63.0,0.08609760619479435,0.025241221889419758,0.29316984530687096,-0.5919207280351031,29.14146244854004,0.10928698733961556,0.06521835048344293,1734,
dnbeta,M,q20,5000000.0,none,180.0,0.08487140694915425,0.031617980430474264,0.37253984076658847,-1.0126581181619798,15.023076937208485,0.24616088268774697,-0.10484568516732283,2007,advw
beta_horizon,M,rank,20000000.0,fund63,60.0,0.0821774645088506,0.0210591593004311,0.2562644080867572,-0.5435547470623351,15.931834079971544,-0.13190407710728097,0.2501666680320068,1704,
beta_horizon,M,rank,20000000.0,fund90,60.0,0.07747993150899526,0.01909764955391732,0.24648511146012198,-0.5179264929646531,14.94684602897137,-0.3389569635574443,0.3962545915583535,1673,
funding,W,rank,50000000.0,fund63,21.0,0.07429516130866463,0.018620776106909293,0.25063242045532313,-0.7088027935899939,36.2259564298463,-0.2505977281873049,0.3364691980498864,1704,
beta_horizon,M,q20,20000000.0,disp63,90.0,0.07413699382969993,0.041146376182552784,0.5550046482471371,-1.213470430291758,28.261630803723083,-0.2516274737751357,0.41164058341938,1734,
dnbeta,W,q20,50000000.0,disp63,365.0,0.07354786108737471,0.04508811382806896,0.6130445285758123,-1.5456230839580607,38.33295830528346,-0.9174925041049289,0.915503603046049,1734,advw
dnbeta,W,q20,20000000.0,fund63,180.0,0.07084596833591066,0.025902031506602374,0.365610522588807,-0.6912938210502639,25.257975647410543,-0.11979649493068988,0.18559342986246682,1704,advw
beta_horizon,W,q20,50000000.0,fund63,90.0,0.06551883026041566,0.026927013559937006,0.4109812927506647,-0.7048531260492531,29.486155944143594,-0.15773461590888752,0.2266258789516368,1704,
beta_horizon,W,q20,5000000.0,none,60.0,0.06133175672473285,0.023736491773336022,0.3870179665628909,-1.4764937642856366,39.086596069980864,-0.009281266402830241,0.13445783449640872,2021,
dnbeta,W,rank,20000000.0,fund90,180.0,0.06087374611531536,0.015565567084125978,0.25570246744203246,-0.6384106642925285,18.187217297389093,-0.07241181412170905,0.1484695876254932,1673,advw
beta_horizon,W,q20,20000000.0,none,60.0,0.05974883642265008,0.027991164566241337,0.4684804967286395,-0.9892011476750803,44.79377586746961,0.2821132910057555,-0.12624267549084817,2021,
funding,M,rank,20000000.0,fund90,7.0,0.05910405184041369,0.010407853530345705,0.17609373987502333,-0.29554242272295556,20.549425019051636,0.20310528451637538,-0.03661162123893028,1673,
funding,M,rank,50000000.0,fund63,7.0,0.05672565201290262,0.013334362585720875,0.23506759486321788,-0.4155163154722317,22.32901249843475,-0.21377248831107848,0.30956491707641165,1704,
funding,W,q20,5000000.0,fund63,63.0,0.049934122619755106,0.011082892327443146,0.2219502766042092,-0.5189961110911201,23.815426057408697,-0.07221248783883462,0.13890676904742916,1704,
funding,M,rank,20000000.0,fund63,21.0,0.048796300077438536,0.009711709664356956,0.19902553367662523,-0.29438719085470677,20.919984031506893,0.020485387803983627,0.06939804728278755,1704,
beta+funding,W,q20,5000000.0,disp63,0.25,0.04859120624353409,0.021586824330033505,0.44425372405538927,-1.225762670210135,39.546941035538815,-0.6310181164084312,0.8376634361085895,1734,
funding,M,q20,20000000.0,fund63,21.0,0.04764022037219052,0.013561419029278174,0.2846632304244022,-0.5199992014583781,24.695921911355946,0.638875850985264,-0.3182378769903071,1704,
beta_horizon,W,q20,50000000.0,fund90,90.0,0.03545878328564016,0.014254165235725806,0.4019925083413213,-0.683130770902914,27.2551610479715,-0.2971914262272916,0.2714781252601307,1673,
funding,M,q20,5000000.0,disp63,7.0,0.03254567600919541,0.013873186926594458,0.4262682060337215,-1.0290190392196032,38.78847209431366,0.8183127283924557,-0.7014503934048902,1734,
beta+funding,W,q20,50000000.0,disp63,0.75,0.030628413447093626,0.016426584996080823,0.5363185077952368,-0.8863952808482474,76.31418966502312,-0.13078064696888078,0.1776666354970975,1734,
funding,M,rank,20000000.0,fund63,7.0,0.03045552982608493,0.005519847440013566,0.1812428636616874,-0.2925206077979288,21.723130405018853,-0.004913588870120411,0.05631726034223681,1704,
beta+funding,W,rank,5000000.0,disp63,0.25,0.029492232528576943,0.010032918704450252,0.3401885121693891,-0.973301416068773,27.586677882868674,-0.6760690928057322,0.8420750464331066,1734,
funding,M,q20,20000000.0,fund90,21.0,0.0255401629638655,0.007087780188499551,0.2775150729667395,-0.5269773215224991,23.436898977158894,0.6489587385496871,-0.3447822047475838,1673,
beta_horizon,M,rank,5000000.0,fund63,90.0,0.017520118859098925,0.0037815506867520643,0.2158404698714785,-0.4947591856562732,10.8567676412414,-0.320498203709253,0.2812334942500044,1704,
beta_horizon,W,q20,50000000.0,disp63,90.0,0.015839737876264897,0.010720501060673165,0.6768105093921618,-1.329978996601919,49.60076491802586,-0.046898590809596186,0.07170932957424374,1734,
dnbeta,W,q20,20000000.0,fund90,180.0,0.0154933182454641,0.005603554434184829,0.3616755523514372,-0.7217971649033383,23.385779865499543,-0.2501267298393749,0.16960492876572494,1673,advw
beta+idvol,W,rank,5000000.0,disp63,0.25,0.011090377153068997,0.003759934659492698,0.33902676235426543,-0.8936563097075023,21.22274303391005,-0.5295882269971915,0.7127341373942875,1734,
dnbeta,M,q20,5000000.0,fund63,180.0,0.009314376425308074,0.0026082176424789385,0.2800206394270426,-0.7367380657184157,12.198273291363591,0.3383008922742358,-0.2089581959233103,1704,advw
funding,M,q20,50000000.0,fund90,21.0,0.006583550270818465,0.0021390683032910503,0.3249110609472299,-0.7232076504409751,22.805715310463658,0.4266016711213631,-0.35832235093377074,1673,
beta+funding,W,rank,20000000.0,disp63,0.25,0.001585732289430005,0.0006228453187670372,0.3927808766452755,-1.0032778003941085,33.786174244901574,-0.5208457195445001,0.5977149406940464,1734,
beta_horizon,W,q20,50000000.0,fund90,60.0,0.0013436900188903169,0.0005427878143917995,0.4039531489859986,-0.7769678242819719,31.3259126310008,-0.524224973949332,0.37686229467580407,1673,
beta_horizon,W,q20,20000000.0,fund90,60.0,0.0004391895754998702,0.0001805415150327059,0.41107878033584894,-0.6582585988049512,31.153221034813818,-0.23162636138591017,0.12928301962472988,1673,
beta+idvol,W,q20,5000000.0,disp63,0.25,0.00014798861675728765,6.538752960698685e-05,0.4418416161982732,-1.1740625357988366,29.164041253708266,-0.5722796902377598,0.7487417398256635,1734,
dnbeta,W,q20,50000000.0,none,365.0,-0.0006120708762280942,-0.00025027979259702643,0.4089065536648033,-0.9652704358083265,29.158764919840053,0.10078480745018144,-0.10817528669818775,2021,btc
beta_horizon,M,q20,5000000.0,fund63,90.0,-0.0017977934017910392,-0.0005262454476574777,0.2927174207743833,-0.521683319883817,13.573309340549145,-0.288997468584862,0.19664392825132845,1704,
beta_horizon,W,q20,20000000.0,none,90.0,-0.009497146256811103,-0.004233289046551682,0.4457432719345223,-1.4168458798978685,36.08636900384757,0.4250348216321682,-0.3744863386534768,2021,
dnbeta,M,q20,50000000.0,none,365.0,-0.0127933237266941,-0.005045247201542915,0.3943656323661754,-0.9879358775247082,18.245805930057507,0.3629849504264377,-0.35888830058425936,2007,btc
funding,M,q20,5000000.0,fund90,21.0,-0.014928613113935809,-0.003361520546411449,0.22517299636317056,-0.5935013669265974,19.708963656407242,0.565346088787854,-0.3725469488292556,1673,
funding,W,rank,20000000.0,disp63,63.0,-0.02137044526636329,-0.007706179018103758,0.3605998341191865,-0.6620209665220264,36.324059129657755,-0.03258182469397527,-0.012370846643044811,1734,
dnbeta,M,rank,20000000.0,disp63,365.0,-0.02182225703810803,-0.00838545539105803,0.3842615993576914,-1.2587728908992097,17.886049396295714,-0.9896756683650991,1.0340798057439944,1734,advw
beta_horizon,W,rank,20000000.0,none,60.0,-0.02968023570376154,-0.009779775631905333,0.3295046484642939,-1.0989464244861125,33.22884047000172,0.21453609339234148,-0.2768280140666999,2021,
dnbeta,M,q20,20000000.0,disp63,180.0,-0.03088741273020774,-0.016406697106206753,0.5311774491931168,-1.048003335611261,25.32283409490653,-0.008423047438005107,-0.05423817586669566,1734,advw
beta_horizon,W,rank,5000000.0,none,60.0,-0.03609836010426316,-0.010204404127938771,0.28268331576463074,-1.3006925217994727,28.580044488681335,0.07668098852273506,-0.1642431735446145,2021,
beta_horizon,W,q20,20000000.0,fund63,60.0,-0.04011618713256356,-0.016626980663237464,0.41447061278016684,-0.6878040578863066,33.25295260511199,-0.04593572239332976,-0.03885509115248452,1704,
beta_horizon,W,rank,5000000.0,fund63,90.0,-0.041937410980110314,-0.009029102491014107,0.21529947319104517,-0.6411206386781744,17.805776599213793,-0.7617359576999035,0.5020368443390079,1704,
dnbeta,W,q20,5000000.0,fund63,180.0,-0.042039786544221074,-0.011478494229098715,0.27303883232196346,-0.4972426077746913,19.99913665485176,-0.1946527998825153,0.06879095783060657,1704,advw
dnbeta,M,rank,5000000.0,none,180.0,-0.04337398473121108,-0.011610184068672771,0.26767621514650247,-0.7511157543730604,11.240599818215092,0.14785741347070225,-0.28019810106101123,2007,advw
funding,M,rank,50000000.0,disp63,21.0,-0.053034736483374804,-0.019948377119620407,0.37613795113083615,-0.7220736922595534,35.333390122493995,0.26882999389793727,-0.42715947703185136,1734,
funding,M,rank,50000000.0,disp63,7.0,-0.05926335233704356,-0.021694817897026555,0.3660747669764513,-0.9020154317167982,38.401535136829956,-0.09518262798423699,-0.012240210092090947,1734,
funding,M,q20,50000000.0,none,63.0,-0.06171171114765998,-0.024541024316355346,0.39767207649833425,-1.4333740350328688,27.299099943844205,0.5803773405721558,-0.8000553831670711,1993,
beta_horizon,W,rank,20000000.0,fund63,90.0,-0.06282466396796588,-0.01739192827582298,0.2768328101952296,-0.5928834959628939,21.898240261736643,-0.3514568308960207,0.12062508707946044,1704,
dnbeta,W,rank,50000000.0,disp63,180.0,-0.07285053206673826,-0.03376609240388516,0.4634982263815463,-0.6911285928804456,34.478155101389056,-0.09110203401503544,-0.055275089287188675,1734,advw
funding,M,q20,5000000.0,fund63,21.0,-0.0737539648147955,-0.017293653900691167,0.23447761681853277,-0.6217111603995483,21.070506594764645,0.5536682096121874,-0.48039581770331213,1704,
funding,W,rank,20000000.0,fund90,63.0,-0.0861579354090156,-0.018673005691301665,0.2167299576371663,-0.6005554495685653,20.87918126055968,-0.06829367015711017,-0.10101677728185605,1673,
funding,M,q20,20000000.0,fund63,7.0,-0.08690679336530543,-0.027030337299013014,0.31102674776404704,-0.6593373875011926,24.63419288571552,-0.10079538477175808,-0.0720958320726465,1691,
dnbeta,W,q20,20000000.0,disp63,365.0,-0.08702056180021064,-0.047521447609974204,0.5460944703974455,-1.563774976753819,32.837706349509034,-0.8155906402774054,0.5719849044152038,1734,advw
funding,M,q20,50000000.0,fund63,21.0,-0.08750309212774317,-0.029448005557866513,0.3365367422087923,-0.6330295924028213,24.313142646981095,0.19329360403520227,-0.33977784756463963,1704,
funding,W,q20,5000000.0,disp63,63.0,-0.08852259546524337,-0.035797089631031134,0.40438364287552037,-0.8795740131199933,39.244530969930764,0.10349403042224849,-0.2662050625618113,1734,
beta_horizon,W,rank,20000000.0,fund90,90.0,-0.09266862839867002,-0.025045248229847644,0.27026674142731877,-0.5713155683835383,20.26089742693845,-0.6428204073654606,0.24681202666323895,1673,
beta_horizon,W,q20,50000000.0,fund63,60.0,-0.09614942206744516,-0.03998818408756127,0.415896250104458,-0.8609930733413731,33.55669421686475,-0.4803935271865716,0.1833887239171286,1704,
funding,W,rank,20000000.0,fund63,63.0,-0.0971697912056402,-0.021413298284843632,0.22036991146277873,-0.5794156842110163,22.401501733560316,-0.4176950077679822,0.09608921770565969,1704,
funding,M,q20,20000000.0,fund90,7.0,-0.09745435840411189,-0.029566829189019914,0.3033915534738403,-0.5904423574750017,23.455492940378985,0.01680774280500356,-0.22168738616521025,1660,
dnbeta,M,q20,5000000.0,fund90,180.0,-0.0984526104935276,-0.026543243180984624,0.269604259835544,-0.7798856857852791,11.155837527602769,0.11392778119451631,-0.24629608996154853,1673,advw
funding,M,rank,5000000.0,fund90,63.0,-0.11422653069534201,-0.018329560652552083,0.16046675444813743,-0.5490464755963528,11.385578483920836,0.11177297000910646,-0.28084041341431476,1673,
beta_horizon,W,q20,50000000.0,disp63,60.0,-0.11923213973212338,-0.08085517471624824,0.6781323802282174,-1.282016070447569,58.540072007589984,-0.5586293498768313,0.28353995875612004,1734,
beta_horizon,W,rank,50000000.0,disp63,90.0,-0.12350506486956646,-0.05869598524498715,0.4752516449991415,-0.9730373580311874,36.91233833662303,-0.49622533593797813,0.24798110467983644,1734,
funding,W,rank,50000000.0,fund63,63.0,-0.12868622214235276,-0.033028887965533826,0.2566621928569575,-0.5100430489963717,23.823191853861307,-0.41795692839750276,0.10286577368113763,1704,
beta_horizon,M,rank,5000000.0,fund90,90.0,-0.13142457234771765,-0.027372523957146556,0.20827554138601623,-0.4522052536745695,9.920431057121288,-0.4805831423132678,0.1410565269296798,1673,
dnbeta,W,q20,50000000.0,none,180.0,-0.1454185046601659,-0.06777014611519891,0.46603522896603544,-0.9351825946471845,36.92984331242705,0.1486095160698557,-0.4355398147911749,2021,advw
beta_horizon,W,q20,5000000.0,fund90,60.0,-0.14980398489727928,-0.04307397228322323,0.2875355573001552,-0.768374143039468,26.66522794779228,-0.9851096581946909,0.3946140894216707,1673,
funding,M,rank,50000000.0,fund90,63.0,-0.1562792288411924,-0.03710398594482816,0.2374210969682505,-0.57483091485177,15.172110278212525,-0.15755247615182064,-0.1562902009099476,1673,
funding,W,q20,20000000.0,disp63,63.0,-0.15762701441514765,-0.0766417153068094,0.48622195625018627,-0.9029009988470338,48.15378466583086,-0.14672736068999426,-0.16773963130736055,1734,
dnbeta,M,q20,50000000.0,none,180.0,-0.15903915915987205,-0.07011000053188908,0.44083482899586945,-1.0720182326466718,22.046432666341,0.13856196958439174,-0.42245528642054286,2007,btc
funding,M,q20,50000000.0,disp63,21.0,-0.15910485403250757,-0.08464041809353472,0.5319788551280865,-1.0226002761529782,41.79482890236369,0.15093730824329288,-0.537471621538699,1734,
funding,W,rank,50000000.0,fund90,63.0,-0.15975151214807715,-0.03983357769778972,0.24934710890790884,-0.5985696986367576,22.08536031658308,-0.17399938910044965,-0.14936699092112646,1673,
beta_horizon,W,q20,5000000.0,disp63,90.0,-0.1622810331295967,-0.08548831019639913,0.5267917546971039,-1.4977477533451644,38.653215752645046,-0.9492198910424205,0.5209274980938995,1734,
beta_horizon,M,q20,5000000.0,fund90,90.0,-0.16230059918883769,-0.04627580424463262,0.28512405053286616,-0.5403988864221634,12.49665017469406,-0.40834979049945797,0.0002923014243473712,1673,
funding,M,rank,50000000.0,fund63,63.0,-0.16773097583410335,-0.0410095450159714,0.24449595438192914,-0.5257529444477146,16.36478757754773,-0.4364472523635994,0.053428034704374565,1704,
dnbeta,M,q20,20000000.0,disp63,365.0,-0.17136367679684464,-0.08904091190025737,0.5196020158100207,-2.0036012390906572,20.84025075229055,-1.280891428579667,0.9536039081023107,1734,advw
dnbeta,W,rank,5000000.0,none,180.0,-0.17225994178188436,-0.04871031930354033,0.28277218022758505,-0.9294585456751752,17.439178869616605,-0.055771867591796566,-0.3299928053195498,2021,advw
dnbeta,W,q20,20000000.0,none,365.0,-0.17226793052910258,-0.08386984337042282,0.48685697397551325,-1.5358037734114407,25.429335650162617,-0.0735394238883525,-0.35355459893088254,2021,btc
beta_horizon,W,rank,5000000.0,fund90,90.0,-0.17650276139920063,-0.03633280182634022,0.20584834785766,-0.5867581686098491,16.30406461181633,-0.9465812029179486,0.38990411866581165,1673,
funding,M,rank,5000000.0,fund63,63.0,-0.17668781496225677,-0.02937011629100975,0.16622604279352057,-0.5598389483399617,12.273443071033311,-0.20923634226732804,-0.15807188959736498,1704,
dnbeta,M,rank,50000000.0,none,180.0,-0.1779810338156434,-0.05641861868594051,0.3169923079802993,-0.8020837038441662,18.186776295496145,0.10332819945203116,-0.4495949874623248,2007,btc
dnbeta,M,rank,50000000.0,none,365.0,-0.18338638166042068,-0.050616989574397996,0.2760128048555221,-0.9273031623422958,15.013114132992346,-0.2922991779650628,-0.07697756495546186,2007,btc
dnbeta,W,q20,50000000.0,fund63,180.0,-0.1863414097048082,-0.07194173471476037,0.3860748656389714,-0.763182485559066,28.598202910921184,-0.19860746303093585,-0.1811359521742098,1704,advw
dnbeta,M,rank,20000000.0,disp63,180.0,-0.1878980700762002,-0.07270331520767606,0.3869295473774262,-0.958469265876044,21.61263867953823,-0.2441477983687476,-0.12862687339638518,1734,advw
beta_horizon,M,rank,5000000.0,fund63,60.0,-0.19330154368813648,-0.04305365340106555,0.22272793367096055,-0.5261093506073554,12.549172322173465,-0.38665173636926164,-0.029351845084681152,1704,
