signal,rebal,scheme,minvol,timing,win,sharpe,ann,vol,maxdd,turnover,sh_h1,sh_h2,n,market
beta+funding,W,q20,5000000.0,fund63,0.5,0.7278338251980543,0.17307769333767198,0.2377983646068867,-0.36126924907336916,31.668997554901132,-0.22817306724610842,1.4846400597751577,1704,
beta+idvol,W,q20,5000000.0,fund63,0.75,0.7265242110174759,0.1876590754553552,0.2582970706406936,-0.4081216028353386,15.670511650984102,0.3712998575843324,1.0133747310593941,1704,
beta+idvol,M,q20,20000000.0,disp63,0.75,0.7239615699679416,0.3710554142848408,0.512534683714319,-0.8536437265248393,22.707802151428663,0.3075541247936864,1.2431290545092204,1734,
beta+idvol,M,q20,20000000.0,none,0.25,0.7222321996600511,0.27002248496735914,0.3738721218667023,-0.6528438482295974,18.06754362964754,0.3448088748869383,1.1464150552462207,2007,
beta_horizon,M,q20,20000000.0,fund63,90.0,0.7203112557442721,0.23479554548620926,0.3259640101605844,-0.43730888466680423,16.423253386452572,0.34893726031956795,1.026172187643374,1704,
beta+idvol,M,rank,50000000.0,fund63,0.25,0.7182674276706538,0.20024791648274573,0.27879297984060214,-0.399778802764135,13.166737024968542,-0.04178007897170065,1.3761222210547772,1704,
beta+idvol,W,q20,5000000.0,fund63,0.5,0.7163364102835943,0.18197587862277295,0.2540368966457108,-0.3697790161093828,16.792476405664363,0.4506200030042566,0.9543020567197362,1704,
beta+idvol,W,q20,20000000.0,fund90,0.5,0.7160317994783246,0.21941137851591647,0.30642686354959625,-0.4075355939149749,19.671540520556288,0.5749859529259826,0.8365115272988869,1673,
beta+idvol,W,q20,20000000.0,fund90,0.25,0.7152339171328306,0.2088782573861935,0.292041879422507,-0.4557540233735683,20.881922210077263,0.07681138160740845,1.2764393732273822,1673,
beta+idvol,W,rank,5000000.0,fund63,0.5,0.7148401426493164,0.14308693460830463,0.2001663393972261,-0.3046099193593255,13.231961218377712,0.281321543816332,1.0983393142880267,1704,
funding,W,q20,50000000.0,none,7.0,0.7145059759074319,0.3037011479722294,0.4250505359126283,-0.5576909410236291,100.04035871826382,0.562092641916323,0.9005864267181382,2021,
beta+idvol,M,rank,50000000.0,none,0.25,0.7139800420991275,0.23494629447067067,0.32906563295511726,-0.5203264958967417,16.938931912594153,0.19907107978177765,1.2614722599143848,2007,
beta+idvol,M,rank,5000000.0,fund90,0.25,0.7135353548272095,0.13061701137357573,0.18305611696733107,-0.2270064300621319,8.411021919834434,0.2238641063661807,1.151775866718843,1673,
beta+idvol,W,rank,20000000.0,disp63,0.75,0.7124096480709173,0.29325735208221443,0.4116414662214427,-0.62813334401648,26.977373690064866,0.3754987278766254,1.1086092861544183,1734,
beta+idvol,W,rank,50000000.0,none,0.5,0.711830358170929,0.2397463160972462,0.3368026009922955,-0.37488302882195995,22.685725844002906,0.19095904669788094,1.2904405856536245,2021,
beta+idvol,W,q20,50000000.0,fund63,0.5,0.7108410623692423,0.2564863554588224,0.36082096130455676,-0.3997396530944748,24.071847175380437,0.5760614701435203,0.8366487352236948,1704,
beta+idvol,W,rank,5000000.0,fund90,0.75,0.7085710949713829,0.13800582100321054,0.19476637133890445,-0.3379306269595967,11.703783568113701,0.8381242999907305,0.6074032849211498,1673,
beta+idvol,W,rank,20000000.0,none,0.75,0.7073574945649124,0.2176775987694128,0.3077335017186802,-0.5243784674388716,19.99495245767939,-0.1300235203410093,1.6738787199081875,2021,
beta_horizon,M,q20,50000000.0,fund90,1095.0,0.7065167030791142,0.25127584937681136,0.3556545065130243,-0.5476560900779813,12.8199121062824,-0.009654334714882456,1.2851522669256352,1673,
beta_horizon,M,q20,50000000.0,fund90,90.0,0.7064367785663721,0.26094429141834014,0.3693809542984086,-0.5642119227672378,15.381975434003678,0.04081064812126735,1.2383287779650867,1673,
beta_horizon,M,rank,50000000.0,none,60.0,0.704998941969738,0.2567825823535377,0.36423115988812366,-0.5453986845117601,22.992293447068096,1.2130841014840479,0.13064418890059087,2007,
beta+idvol,W,q20,20000000.0,disp63,0.75,0.7046318270643815,0.38607214789970146,0.5479062016090657,-0.7835858620612144,35.35574530430167,0.5628992702303747,0.8575104294906987,1734,
funding,W,q20,20000000.0,disp63,7.0,0.7041507718839403,0.30492384587202015,0.4330377215325674,-0.635956765968817,118.13938210798777,-0.2027640963460157,1.5583239980910746,1728,
beta+idvol,W,rank,20000000.0,fund90,0.25,0.7041064997754117,0.1565592922732521,0.22235172139894982,-0.30834257007056054,16.52741413932506,0.08800162130269944,1.252578683597156,1673,
beta+idvol,M,rank,50000000.0,none,0.5,0.7037853409050191,0.23452681916817508,0.33323629455906234,-0.4334690927853628,16.43546621143647,0.40724384315449924,1.0325995780053194,2007,
beta_horizon,W,rank,5000000.0,fund90,1095.0,0.7004859768724928,0.12665899423934393,0.18081588842769833,-0.3312245590951725,10.248512043215793,0.24542647550315452,1.0627254433612185,1673,
beta_horizon,W,q20,5000000.0,fund63,1095.0,0.6999671309416264,0.18078104286419633,0.25827075997268856,-0.40251659898954095,14.744655936247897,-0.28590560717244606,1.4293451059378477,1704,
beta+funding,W,rank,20000000.0,fund90,0.75,0.6990047363823542,0.15372288391009584,0.21991679871251935,-0.4455761173797776,31.588880788059395,-0.013336239242203776,1.15315762546742,1673,
beta+idvol,M,q20,5000000.0,fund90,0.75,0.6968604447271154,0.16427378819295926,0.23573412644663377,-0.34242711218997723,9.59938307368169,0.613831998760319,0.7706324241296217,1673,
beta+funding,W,rank,50000000.0,none,0.5,0.6939605167161649,0.22557674903209976,0.32505703652930207,-0.42163973318376713,37.37372499689483,0.7067027169521138,0.6806471506852103,2021,
beta_horizon,M,q20,50000000.0,fund63,90.0,0.6923840763611184,0.26500879640256747,0.38274825411257724,-0.6034806400266167,16.767470865932985,0.12149091414827712,1.1466396407276878,1704,
beta+idvol,W,rank,20000000.0,fund63,0.25,0.6879565322935922,0.1613895210142648,0.2345926136876773,-0.30546811862831785,17.83138279185177,0.1506520121764957,1.148809739920787,1704,
beta+funding,M,q20,5000000.0,none,0.5,0.6878499278582149,0.22471563418873075,0.32669282220968826,-0.43350493164074533,23.94123852316962,0.5624936621399983,0.8447834342493948,2007,
beta+idvol,M,rank,50000000.0,none,0.75,0.6866896943075779,0.23519081906740397,0.34249941569977704,-0.5834772559835,16.36234671976134,0.5581016886056814,0.8372452249396111,2007,
beta_horizon,W,q20,50000000.0,none,1095.0,0.6856812629369806,0.32451352936245065,0.4732716889075558,-0.7658244918487569,31.024204403197537,0.4127304649469924,0.9956593214872028,2021,
beta+funding,W,rank,20000000.0,disp63,0.75,0.6850155117664368,0.25155368642908577,0.36722334327934986,-0.5580012628008564,56.30675417435371,0.1353974102604672,1.1240076961320145,1734,
beta+funding,W,q20,5000000.0,fund90,0.75,0.6831320607514878,0.15547609054357717,0.22759302260319003,-0.563413708561058,35.46260189622378,0.3641452997576226,0.9211222818809301,1673,
beta_horizon,M,q20,5000000.0,none,1095.0,0.6812388815150261,0.24352566128564912,0.3574746948442895,-0.693722872067471,11.818565169106465,0.16521174835705732,1.3004814098315958,2007,
funding,W,q20,50000000.0,none,21.0,0.6799521595017729,0.29444929189038155,0.4330441307902248,-0.5769858739824738,63.75851597247551,1.3628000612298845,-0.10554492597047323,2021,
funding,W,q20,20000000.0,fund90,7.0,0.6772513339697714,0.17120636492661742,0.2527959065404499,-0.5426269152847719,64.69623167883422,-0.29149271285192846,1.390122693630742,1667,
funding,W,q20,20000000.0,fund63,7.0,0.677126086251327,0.1751483622237079,0.2586643252711705,-0.6085946674205561,68.38315563461389,-0.5062096610486732,1.5699648323073827,1698,
beta+idvol,M,rank,50000000.0,disp63,0.75,0.6757936212618411,0.3028042460353947,0.44807206891062235,-0.6433187941407776,20.504770506893205,0.7745342777111544,0.5625293581275507,1734,
beta+idvol,W,q20,5000000.0,fund90,0.75,0.6719343408821123,0.16339407071456574,0.2431696979500448,-0.40842356341210756,14.415858526516152,0.5592982957269892,0.7680751901803652,1673,
beta_horizon,M,rank,5000000.0,fund90,1095.0,0.6715691333396754,0.11924007644223093,0.17755443263042292,-0.34924758658639665,7.249413437035157,0.1622561601850777,1.0818923524707174,1673,
beta+idvol,W,rank,5000000.0,fund90,0.5,0.6689390230652548,0.12602374746085668,0.1883934755119871,-0.3046348458124847,12.137869204397303,0.4455119936532067,0.8718449254709814,1673,
beta+funding,M,q20,5000000.0,fund90,0.5,0.6688367684151231,0.14782874216015587,0.22102364753428724,-0.33445574456381927,16.133808172325107,0.2516421155692745,1.0096238995174542,1673,
beta+funding,M,rank,5000000.0,fund63,0.25,0.6679490974298158,0.12656699221652085,0.1894859843415235,-0.19943250168462628,10.386907095211063,-0.06629015100833568,1.2718663332896363,1704,
beta+idvol,M,q20,5000000.0,fund90,0.25,0.6674637727870733,0.1614571901199984,0.24189655933806703,-0.38677192127207277,10.597641870866651,0.21192811914818405,1.0571036009807768,1673,
beta+funding,W,q20,20000000.0,fund63,0.5,0.6672263691474676,0.20589451568647146,0.3085827017741343,-0.42133126077578936,35.458913724335396,-0.24698675814535528,1.317941880844851,1704,
beta+idvol,W,rank,50000000.0,fund63,0.25,0.6669244467919444,0.189139571025853,0.28359969699065096,-0.412825915427657,18.644561873915272,0.04280122720141441,1.2417637410788471,1704,
beta+funding,W,q20,50000000.0,fund90,0.5,0.6660213219783778,0.2400706453983329,0.36045489457487173,-0.3441563646946906,32.56958775019684,0.15717626353925113,1.0782694995243327,1673,
beta+idvol,W,rank,20000000.0,none,0.5,0.6656752894011354,0.1995832339388016,0.29982070405280264,-0.3996992653317701,20.36752973492844,-0.04232622471550118,1.5284196596133581,2021,
funding,W,rank,5000000.0,fund63,21.0,0.661944166588346,0.11354044410735047,0.17152571143958686,-0.30855261951123025,31.728193860585982,0.07410614824596765,1.118928956799962,1704,
beta_horizon,M,q20,5000000.0,fund90,1095.0,0.6615201998649322,0.16152696559884427,0.24417540935533713,-0.4360718113042962,8.730992232411136,-0.1850206343449056,1.264025251915946,1673,
beta+idvol,W,rank,50000000.0,fund63,0.5,0.6582948596117304,0.18789632008555518,0.28542881254819225,-0.30599478562625493,17.874221942306725,0.2039874924970703,1.076862795544154,1704,
beta_horizon,M,rank,50000000.0,none,90.0,0.6577351931360771,0.23345697514046326,0.354940677611216,-0.635589339671216,20.1907078156012,1.0276628560067187,0.2665818935942194,2007,
funding,M,q20,50000000.0,none,7.0,0.6562376024224758,0.25146886995323225,0.383197898177344,-0.5761274790925954,35.998447486039304,1.2694778160911333,-0.1025332141061737,2007,
beta+idvol,W,q20,20000000.0,none,0.75,0.6519000363270627,0.2612261776986574,0.4007150838193825,-0.6994026002259577,26.797499007646785,-0.032267773291287764,1.4156322049865917,2021,
beta+funding,M,q20,50000000.0,disp63,0.25,0.6507274011855345,0.3933167704724673,0.6044263231514441,-0.741363538813459,28.58050920379247,0.37766046458572583,0.9249684986204508,1734,
beta+funding,W,q20,5000000.0,fund63,0.25,0.6496483549908164,0.15871485744653055,0.24430887298833254,-0.37275516183052865,23.564442038500253,-0.17305452436901156,1.3129553139754981,1704,
beta+funding,M,rank,5000000.0,fund90,0.25,0.6488509228620041,0.11627982606221307,0.1792088474642474,-0.20904458565781026,9.54311655098027,0.04335613490711445,1.154636530050097,1673,
beta_horizon,M,rank,20000000.0,none,1095.0,0.6463305510771634,0.19313086482877562,0.2988112885997838,-0.803923771502847,13.192526416605293,0.1613599739748302,1.2158918650027417,2007,
funding,W,q20,20000000.0,none,21.0,0.6443289055205811,0.23269875004222404,0.36114901574098507,-0.5439991489776157,60.65266778142943,1.0394591348757143,0.27302691711724014,2021,
beta+funding,M,rank,5000000.0,none,0.5,0.6433536384540811,0.15797738336925346,0.24555294930616756,-0.36997278302289927,18.17399879392085,0.5447370475969311,0.7620573910867549,2007,
beta+idvol,W,rank,50000000.0,disp63,0.5,0.6408878654295374,0.28381609116298134,0.4428482835648034,-0.5765587682393603,28.837420096440123,0.30923804858031895,1.0581189687329058,1734,
beta+funding,M,rank,20000000.0,fund90,0.5,0.6402231489325116,0.13035829227475404,0.20361383760038895,-0.3005154788168537,15.593083684956989,0.16630238089916988,0.9938863775912331,1673,
beta+funding,M,q20,50000000.0,disp63,0.5,0.6396908786093475,0.3495480189869863,0.5464327078523994,-0.5786402461202858,33.1003552239114,0.8145841355205676,0.45156235147299406,1734,
beta+funding,W,q20,50000000.0,none,0.5,0.6385438588083656,0.2771914026615406,0.4340992381930164,-0.5631894728638267,49.804193931202505,0.5246222302217632,0.7514128577985915,2021,
beta+idvol,M,q20,20000000.0,disp63,0.5,0.6384479265025599,0.3200277314289589,0.5012589408537702,-0.8956530610942774,21.90383772382254,0.31864626434337606,1.1187501396399415,1734,
beta_horizon,M,q20,20000000.0,fund90,90.0,0.637634174341813,0.2024425217996783,0.31749007494563186,-0.40042156805709583,15.190005614672472,0.14775327774266359,1.0391407161012536,1673,
beta+funding,W,rank,20000000.0,fund63,0.75,0.6368089391813904,0.14242306791671888,0.22365117565686476,-0.4753636194225225,33.76127287144592,-0.16671479193294828,1.156185823024557,1704,
beta+idvol,W,q20,5000000.0,fund63,0.25,0.634362142463442,0.16211410441920057,0.25555450675170627,-0.3653718115451414,17.79775267092797,0.007432484452453722,1.173590437016616,1704,
beta+idvol,M,q20,5000000.0,none,0.5,0.6342285932270825,0.2062749090224178,0.32523747939658415,-0.5595935342765108,13.285210720163986,-0.02239819199131957,1.4968716118847079,2007,
funding,M,rank,50000000.0,none,21.0,0.633475785901288,0.18530225773898776,0.2925167178653024,-0.5243737245710722,28.939059935622936,1.2138414667282496,-0.04122948855921324,2007,
funding,W,rank,20000000.0,disp63,21.0,0.632187121860492,0.2308928067847316,0.3652285831214446,-0.43927617990230705,59.202418545967994,0.3576348347933051,0.8551123750735077,1734,
beta+idvol,M,rank,50000000.0,disp63,0.25,0.6302179415425603,0.27233759590537454,0.43213240682863496,-0.735122860892871,21.102428304449873,0.15775926431844287,1.1861721576539987,1734,
beta_horizon,M,rank,50000000.0,none,1095.0,0.6281815745208904,0.22577952086056305,0.35941761111469,-0.7915439423705837,15.962858396510374,0.35889660990739936,0.9585122236531399,2007,
beta+funding,M,rank,50000000.0,disp63,0.5,0.6280010452227802,0.252858512524595,0.4026402733691227,-0.5428333739034219,27.645565676208655,0.33323953871151885,0.9268649199549115,1734,
beta+funding,W,rank,20000000.0,fund90,0.5,0.6277604332341759,0.13979368727437597,0.22268636230252534,-0.3540227799809855,25.821235787683058,-0.18115093904506946,1.1840235304247573,1673,
beta+funding,M,rank,20000000.0,fund63,0.5,0.6259074367317312,0.13155072992444988,0.2101760135833528,-0.2941354695041879,16.722128331430422,0.16791902635903866,0.972148335965127,1704,
beta+funding,W,rank,20000000.0,fund90,0.25,0.6257786573938109,0.1384485996623958,0.22124212455406295,-0.28103930154633866,19.61959194168723,-0.1407859729202717,1.2356137792862851,1673,
beta+funding,W,q20,5000000.0,none,0.25,0.6256440768681463,0.24770497638549194,0.3959199575986642,-0.7426652508206939,30.701230190683752,0.49399082657301646,0.8597957712436635,2021,
beta+funding,M,q20,5000000.0,fund63,0.25,0.6234375014007574,0.15635074779620659,0.2507881663276803,-0.3590339804756884,13.316781488866582,-0.10568115342957408,1.2143449410612093,1704,
beta+funding,W,rank,5000000.0,none,0.25,0.6231380847654359,0.1784176641158162,0.28632123196735254,-0.577548210374952,20.943598853788547,0.40859161631211993,0.9288659744642485,2021,
beta+funding,M,rank,5000000.0,none,0.75,0.623040010101632,0.14363525446950823,0.2305393749047963,-0.4414963960751762,22.349863141083144,0.8048015158971425,0.418862668632353,2007,
beta+funding,M,rank,20000000.0,none,0.75,0.6226938513225084,0.15805696048912718,0.25382771991956865,-0.5047069664217775,26.679425251379982,0.8065931519524548,0.4290663992056888,2007,
beta_horizon,W,q20,5000000.0,fund90,1095.0,0.6191378220259904,0.15363614462508277,0.24814530652051386,-0.4015787782457753,13.531940031986096,0.09482844600364684,1.006496122946981,1673,
beta+idvol,W,q20,5000000.0,none,0.25,0.6159374305634737,0.24957273592000281,0.4051917021696309,-0.7679152625452608,22.40409002239613,0.6188677352243944,0.6436307088367184,2021,
funding,W,q20,5000000.0,disp63,7.0,0.615836987461196,0.24352499628162907,0.39543743107338714,-0.5846258725414438,117.43471547685509,0.05439901431021946,1.1264506251568491,1734,
beta+idvol,M,rank,50000000.0,disp63,0.5,0.6156546318729598,0.268796577978119,0.43660286800795994,-0.6709246466903169,20.48945037030471,0.447716522066462,0.8245127538118061,1734,
beta+funding,M,q20,5000000.0,none,0.25,0.6151607367251064,0.2105138508153805,0.34220950435829206,-0.6558183863503029,17.54481300028202,0.4998225931048993,0.7537304479754126,2007,
funding,W,q20,5000000.0,disp63,21.0,0.6144113449893417,0.2430108107737844,0.39551810485856165,-0.5338136720978692,67.54552968475544,0.9842527368528845,0.3123710733848645,1734,
beta+idvol,W,rank,50000000.0,none,0.25,0.6143039092530662,0.20068987034053778,0.3266947634836918,-0.45775697328714576,23.514302864745616,0.042361020451939985,1.2093037160433195,2021,
beta+funding,M,q20,5000000.0,fund63,0.5,0.6139016404470966,0.1436123686411353,0.23393384082919905,-0.3107922164036533,17.360076346566217,0.039690640951154585,1.091318386830453,1704,
funding,M,rank,50000000.0,none,7.0,0.6132051905636978,0.17571795491441614,0.28655653542802667,-0.5794598382087349,31.51336940826765,0.7915700243348153,0.39685815490053233,2007,
beta+idvol,W,q20,20000000.0,none,0.5,0.6124650063327604,0.23841168882266228,0.389265813324084,-0.5058228156860725,26.93356554908299,0.21166395669954627,1.0755327370072276,2021,
beta+funding,M,rank,5000000.0,fund90,0.5,0.6105219953596871,0.10299261786139553,0.16869599890617823,-0.29680208643613953,12.706505411951664,0.16600819360821692,0.9562468453220403,1673,
funding,M,rank,20000000.0,none,7.0,0.6078193838660249,0.13824482714592523,0.22744392629702154,-0.4216887515601244,29.897101329110725,1.3894693290719342,-0.2148034710988524,2007,
funding,W,q20,50000000.0,disp63,7.0,0.6077962340417359,0.3229861549780246,0.5314053244953898,-0.8564977754261458,119.04161795762403,0.1964830816084974,1.0773723635514854,1734,
beta+funding,W,rank,20000000.0,none,0.25,0.6066904884922331,0.1998077374029741,0.32934048117276865,-0.6022717322004336,25.653166317747598,0.3852873314261368,0.9183912631843643,2021,
dnbeta,M,q20,50000000.0,fund90,365.0,0.6062602528075167,0.21862516819845856,0.36061273551421563,-0.4576410264677991,12.969346097468634,-0.36555360273198473,1.305162686454415,1673,advw
funding,M,q20,5000000.0,none,21.0,0.6061647103218127,0.17806688220364697,0.2937598959020747,-0.6449286075820423,29.808251569092604,1.1991148840031551,0.0290925381184678,2007,
beta+idvol,M,rank,50000000.0,fund90,0.5,0.6052234066269779,0.16119698517577125,0.26634294611001885,-0.3325628899399621,11.575511356371733,0.16147537768530074,1.0037165077203924,1673,
beta+funding,W,q20,5000000.0,fund63,0.75,0.6051959663927167,0.14256021576570652,0.2355604195702752,-0.5376972204788795,37.91921692787352,0.22851004411610726,0.8951411033454135,1704,
beta_horizon,W,rank,50000000.0,fund90,1095.0,0.6046679599289883,0.16489915077879277,0.27271025042927427,-0.5776180805781113,16.112168479848187,-0.46230767918265187,1.5242488062941395,1673,
funding,M,q20,20000000.0,none,7.0,0.6046298241666723,0.20309848136698624,0.335905496634913,-0.8523053298751815,35.01308369411481,1.8584845819012836,-0.45656519565333975,1994,
beta+funding,W,rank,5000000.0,fund63,0.25,0.6040578054518857,0.11543838596771525,0.19110486600095777,-0.36380625560222146,17.256281317983742,-0.3577991576682992,1.3904216899245865,1704,
beta_horizon,W,rank,50000000.0,none,1095.0,0.6025734974768276,0.2110153998666487,0.3501903099791796,-0.6879169541753031,21.344094398927265,0.242943196213232,1.0002149120490278,2021,
beta+funding,M,q20,20000000.0,none,0.75,0.5988647868599245,0.2117498182934647,0.3535853550577743,-0.693352160437327,31.933366499230623,0.9507546076990399,0.24972880367127143,2007,
beta_horizon,M,q20,5000000.0,disp63,1095.0,0.5982591577953273,0.2837407114927853,0.4742772555933976,-0.7476123770133836,16.10377481860196,-0.22794363183037333,1.3776775863797093,1734,
beta+idvol,W,rank,20000000.0,none,0.25,0.597431665902516,0.18903886507273485,0.31641922559823044,-0.4937629608529094,20.908202633377638,0.1912596273305708,1.1548098776806224,2021,
beta+funding,M,rank,5000000.0,fund63,0.5,0.597363309159357,0.10638756782854047,0.178095249904543,-0.2757180096249786,13.697222867457224,0.11267369603246191,0.9857030179176449,1704,
beta+funding,M,q20,20000000.0,disp63,0.5,0.5950057903028391,0.3050734092579581,0.5127234293008902,-0.6843679097314035,33.58932144233148,0.2612791769782589,0.9368663257122657,1734,
beta+idvol,W,rank,5000000.0,fund63,0.25,0.5944810647591054,0.11720186907139694,0.1971498774631102,-0.27203426774707484,13.594090161044107,-0.07756258384643983,1.1833870105423452,1704,
beta+idvol,W,q20,5000000.0,fund90,0.5,0.5930703378751906,0.14204150972302737,0.23950196233371474,-0.37804754484423186,15.463508783249175,0.5184606985055779,0.6617492390115559,1673,
beta_horizon,M,rank,50000000.0,fund63,90.0,0.592791882723733,0.17323466978127758,0.2922352259368108,-0.509237301678321,15.00795165640265,-0.016854110787720335,1.076932576171723,1704,
dnbeta,M,rank,50000000.0,none,365.0,0.5927106807775004,0.18999922024811702,0.320559804994372,-0.5694021995483435,15.914600283834519,0.30205069559760245,0.8821379677154669,2007,advw
beta_horizon,M,q20,20000000.0,none,90.0,0.5924644186157795,0.23937612972181535,0.4040346089999604,-0.7672982073396317,21.905683525548184,0.7492552506176009,0.42987009648607755,2007,
dnbeta,M,q20,50000000.0,fund63,365.0,0.5924131302116512,0.2195534612077832,0.37060870195321877,-0.4727631349261895,13.875610469774724,-0.32162907007976804,1.26150445060927,1704,advw
funding,W,rank,50000000.0,none,21.0,0.5918949960464097,0.18295200647447354,0.3090953762010323,-0.4935572285285109,49.59468254954214,1.1799842141408956,-0.09778662540586422,2021,
beta+funding,W,q20,5000000.0,fund90,0.25,0.5918336439064491,0.13715696639563713,0.2317491879818131,-0.317812472348424,21.721850697741004,-0.09159961871856984,1.1516347995517162,1673,
dnbeta,M,rank,50000000.0,fund63,365.0,0.5899105363398603,0.15768227202319512,0.26729861955262807,-0.5037527754823562,12.358861705355542,-0.6024944036996176,1.5086129686606269,1704,advw
dnbeta,M,rank,50000000.0,fund90,365.0,0.5898341070547255,0.15190639885595875,0.2575408865629818,-0.5010912091765197,11.37444777032923,-0.7242479953530855,1.5719491369108183,1673,advw
beta+idvol,M,rank,20000000.0,disp63,0.5,0.586115761699337,0.21743588444102016,0.37097771233894816,-0.6432623280447272,19.722871623448302,0.2750694152266091,1.027689227965218,1734,
beta+funding,W,rank,20000000.0,fund63,0.25,0.5841279627926237,0.13535386871128297,0.23171955005231637,-0.35343784939735073,21.122760056586838,-0.11270010508451053,1.1280195348866024,1704,
beta+funding,W,rank,50000000.0,fund90,0.25,0.5804488210486966,0.15938976009911127,0.27459743963497396,-0.35909875283465553,19.807691630253107,-0.08440948945922742,1.14801041874665,1673,
beta+funding,W,rank,5000000.0,fund90,0.25,0.5801300350154349,0.10520353847563459,0.18134475397888256,-0.28074517830547574,15.885901515576863,-0.24823524014911502,1.2652657322038718,1673,
beta+idvol,M,rank,5000000.0,disp63,0.75,0.5785955663928039,0.19610541106388663,0.33893348386073224,-0.5662877561228715,13.913548671459466,0.41825373993865417,0.7943156653839213,1734,
funding,M,rank,5000000.0,none,7.0,0.5772331053587539,0.12092712310641478,0.20949443471586374,-0.3932717723621162,25.25870338325614,1.2380469385762616,-0.16185064685605705,2007,
beta_horizon,M,rank,20000000.0,fund63,1095.0,0.5761940176689279,0.132845684432067,0.23055720878448635,-0.5554216310670027,11.521064240118474,-0.3875055849184835,1.3186473767580946,1704,
dnbeta,W,rank,50000000.0,fund90,365.0,0.575612151518736,0.15168850782060664,0.26352554827131586,-0.4828736405642364,15.911215588309046,-0.7798986632192465,1.5734973093654308,1673,advw
beta_horizon,W,q20,20000000.0,none,1095.0,0.5735528897807225,0.31757891304832925,0.5537046691016484,-1.058478467184924,24.061521875791144,0.25141978753614197,1.2905323986893782,2021,
dnbeta,W,rank,50000000.0,fund63,365.0,0.5724513933343434,0.15624646630898414,0.2729427653217843,-0.5215962841542129,17.280581354601367,-0.6873616297518564,1.5233604413645017,1704,advw
beta_horizon,W,q20,50000000.0,fund90,1095.0,0.5719621872695694,0.20428785964552892,0.3571702189278585,-0.5634830959440971,21.650831642322192,-0.38782827350555005,1.3538855279358677,1673,
beta+funding,M,q20,20000000.0,disp63,0.25,0.5707619803329981,0.2923889165799432,0.5122781941595961,-0.9652575159915231,25.850143817682948,0.1032444939500008,1.1161181007083387,1734,
beta_horizon,M,rank,5000000.0,disp63,1095.0,0.5679471057438025,0.19982250805957535,0.35183295422886457,-0.5889994804250851,12.081734052411194,0.010181244917948978,1.2064553689944146,1734,
beta+idvol,W,q20,50000000.0,disp63,0.25,0.5671529198497761,0.3258907665721869,0.5746082849375205,-0.6960967166827248,40.49037026780226,0.1392705700012606,1.0785562767980459,1734,
funding,M,q20,5000000.0,none,7.0,0.5644179589598305,0.16710140490725545,0.2960596881346719,-0.5946849521969911,31.30069420963728,1.5822876132921493,-0.42904620932372445,2007,
beta+funding,W,rank,20000000.0,fund63,0.5,0.5636543905207865,0.12951957920853868,0.22978545255164168,-0.38528720032883,27.701993722176795,-0.23582163754454752,1.1213405257428992,1704,
beta+funding,M,q20,5000000.0,fund90,0.25,0.5614032082288198,0.1329120015945037,0.236749629582328,-0.35383214734051827,12.29728922972051,-0.06061370217935691,1.0696182605119224,1673,
beta_horizon,M,q20,50000000.0,disp63,90.0,0.5607598226330057,0.35258016741812076,0.6287543315114963,-1.3356542810258207,29.403259671578365,0.6351553341244932,0.484164060917788,1734,
beta_horizon,M,rank,50000000.0,fund90,90.0,0.5589638309943272,0.15706751551381212,0.28099763670649053,-0.472367951397507,13.888977103478155,-0.13379961677369273,1.1175671951940627,1673,
beta_horizon,W,rank,5000000.0,none,1095.0,0.5554839178226813,0.1916583852248946,0.3450295842517529,-0.6035242370210603,11.830822097819565,0.34730607230033134,0.9322744761993047,2021,
beta+funding,M,q20,20000000.0,fund90,0.75,0.5549910723564762,0.14887077536986298,0.26823994616302915,-0.3220451438889928,21.357588070615265,0.7045677583042604,0.4687088665122451,1673,
beta+funding,W,q20,50000000.0,none,0.25,0.5523938532350391,0.25291897400107705,0.4578598630666914,-0.8311002888174106,39.4813978819321,0.4141162425240785,0.6914950718962343,2021,
beta+idvol,M,rank,5000000.0,none,0.75,0.5519573167426217,0.14386314688673402,0.260641796970358,-0.5350229318433153,10.498310253361277,0.07540585653247753,1.1513246629204676,2007,
beta_horizon,M,q20,20000000.0,none,60.0,0.5477932654269285,0.2361696775911336,0.43112920967926144,-0.8388341521458718,26.60460596228253,0.6705108428043604,0.4216469808705299,1993,
beta+idvol,M,rank,50000000.0,fund63,0.5,0.5457606941891437,0.15252193740470738,0.2794666948877927,-0.37651576293148625,12.688357928728871,0.1163300491267684,0.9220162739852465,1704,
beta+idvol,M,rank,5000000.0,none,0.5,0.5421410651928428,0.13785765657809268,0.2542837379954899,-0.38476766709794846,10.69434370562671,0.08271696474566204,1.1265405300850202,2007,
funding,M,rank,5000000.0,none,21.0,0.5388769491153739,0.11836879084073906,0.21965829311321355,-0.4302460116524636,23.463049973229815,0.8417486511129166,0.19736003414348935,2007,
beta+funding,W,q20,50000000.0,fund63,0.5,0.5359251774821872,0.1969548535531572,0.3675043864863084,-0.44883671289786714,35.22459161388364,-0.0943611915526724,1.034357713217026,1704,
beta_horizon,M,rank,20000000.0,fund90,1095.0,0.5354474677055767,0.11706462434908059,0.21862952280026507,-0.5497220755947274,10.603406381520326,-0.35613125336800133,1.2169578978942048,1673,
