strategy,ann_ret,ann_vol,sharpe,max_dd
"A. spot factor, 2017+, all 576 coins",0.20377484370891696,0.30249578182862735,0.6736452405288789,-0.4391314185654262
"B. spot, 2021+ only",0.22435405954730098,0.24207912923332056,0.9267798519345473,-0.31810755252197853
"C. spot, 2021+, perp-listed coins",0.26242221627488815,0.24951763032458016,1.0517181328370315,-0.3523007277709994
"C2. same, only days the perp existed",0.1153927144502722,0.2616207810828857,0.4410686107297948,-0.5502561154519859
D. perp returns instead of spot,0.11247221731090483,0.26186854050378094,0.4294987748224033,-0.5308164395470117
E. + $5m liquidity screen,0.09780651253398315,0.25743859765811367,0.3799217111331269,-0.5163848783239047
F. - funding,0.11994490655436113,0.2580858468618193,0.46474809840533543,-0.5226093931686665
G. - costs and delisting,0.09468692108250377,0.2581858308566365,0.3667394169863676,-0.5569143879807211
