signal,market,corr_win,vol_win,agg,shrink,rebal,scheme,minvol,timing,sharpe,ann,vol,maxdd,turnover,sh_h1,sh_h2,n
beta,advw,730,180,3.0,0.6,M,q20,50000000.0,none,1.0116929260143377,0.478118368352259,0.4725923806108367,-0.6368613853501395,20.467619873537853,0.8322978031269058,1.2371642570649073,2007
beta,btc,730,180,3.0,0.6,M,q20,20000000.0,none,1.0108751189060645,0.40312229563150853,0.3987854563754167,-0.6492202288047028,18.147755775021587,0.7707612553283993,1.3812161714317128,2007
beta,advw,730,180,3.0,0.8,M,q20,50000000.0,none,1.010456331752214,0.49203381186076695,0.4869421828527116,-0.6490051794635772,20.512733553284466,0.8495967600002365,1.2239474615247852,2007
beta,eqw,730,180,3.0,0.4,W,rank,20000000.0,fund90,1.0097901247569865,0.25214403176570244,0.24969944306633296,-0.332747719000166,16.699601560824338,0.3378714154385274,1.5131872653855625,1673
beta,sqrt_advw,730,180,3.0,0.6,W,q20,20000000.0,fund90,1.0087182599676203,0.31117273241326604,0.3084832948530689,-0.5782766342936304,21.393598078043738,0.7203943402643037,1.2517700888401142,1673
beta,advw_top100,365,90,1.0,0.4,M,q20,20000000.0,fund63,1.0082194501121797,0.3028679208108359,0.30039880779639516,-0.36414210608921244,16.08716817890288,0.35021586676384103,1.5746705925165099,1704
beta,eqw_top100,730,180,3.0,0.4,M,q20,50000000.0,fund90,1.0080943586116997,0.39594440406269965,0.3927652215095972,-0.43803658501718523,14.265685183579286,0.43785871405446064,1.515419616576057,1673
beta,advw_top100,730,180,3.0,0.6,M,q20,50000000.0,fund90,1.0066019228396572,0.344904615395416,0.3426425159435705,-0.48193247746094214,12.949148186136107,0.5385727245008781,1.4274097700431068,1673
beta,eqw,365,180,3.0,1.0,M,q20,50000000.0,none,1.0062633621431827,0.6115423033063798,0.6077358336925742,-0.5652587391693955,23.56486128895314,0.8727643419456278,1.1501813996871852,2007
beta,sqrt_advw,365,180,3.0,0.6,M,q20,20000000.0,fund90,1.005896140148838,0.32102399214402655,0.31914228450715204,-0.3939346055728575,13.616624643641615,0.2809439991960558,1.6518696171543752,1673
beta,advw_top100,730,180,3.0,0.6,W,q20,20000000.0,fund63,1.0035077526049954,0.31339315747267626,0.31229769442153504,-0.5627118166504563,23.005483992669404,0.8030497773230453,1.1749108911706994,1704
beta,advw_top100,730,180,3.0,0.4,M,q20,50000000.0,none,1.0034260769679988,0.481819422136085,0.4801743079988254,-0.6339396183478794,20.533617471333983,0.8471929660110791,1.1832547573424974,2007
beta,eqw,365,180,3.0,0.6,M,q20,20000000.0,fund90,1.0032658649757547,0.31325516409147297,0.31223544528652253,-0.38169167335053106,13.572652389272992,0.220871842187236,1.6883832402885333,1673
beta,eqw_top25,365,90,1.0,0.4,M,q20,50000000.0,fund90,1.0025940626308834,0.4191249466675622,0.41804052336769915,-0.44242571065483194,16.94056645009243,0.5333807384806424,1.4152604319316113,1673
beta,advw_top100,730,180,3.0,1.0,M,q20,50000000.0,none,1.002296900177701,0.5242954755839222,0.5230939809261784,-0.6739866313930412,20.716219059194508,0.8919543379447001,1.1509699747135256,2007
beta,eqw_top25,730,180,3.0,0.6,W,rank,5000000.0,fund63,1.0020645727190192,0.22339117136654404,0.22293091428269,-0.2862475394632595,14.657306180335347,0.3395369709127924,1.5728413967904216,1704
beta,sqrt_advw,730,180,3.0,0.4,W,rank,20000000.0,fund63,1.0007964793976918,0.2661459678927719,0.26593415681572563,-0.30660338497626305,18.32984044900745,0.3366657234179438,1.503394044403544,1704
beta,eqw_top100,730,180,3.0,0.8,W,q20,20000000.0,none,1.0004054669245452,0.6117257815651267,0.611477847522864,-0.9235211678985655,30.71466142298722,0.8730665087992731,1.3306755341769791,2021
beta,eqw_top25,730,180,3.0,0.8,M,q20,50000000.0,fund63,0.9999286582270142,0.4375607377435388,0.43759195632954767,-0.6721270271136988,16.440773251138992,0.6741615021637787,1.313154338730527,1704
beta,eqw_top25,365,180,3.0,0.6,M,q20,20000000.0,fund63,0.9993721181406104,0.3478520326315984,0.3480705798344636,-0.35161779267413484,15.563729490877384,0.39678935958798756,1.5032493296023448,1704
beta,advw_top100,730,180,3.0,0.6,W,q20,20000000.0,fund90,0.998783137365178,0.29616372174120537,0.2965245513880969,-0.5668452303488832,21.257093864017005,0.6858331138218255,1.2655873126616335,1673
beta,eqw_top100,365,180,3.0,1.0,M,q20,50000000.0,fund63,0.9983730139762338,0.5372717865832152,0.5381473447919185,-0.5644576765179157,18.318621500371613,0.9648909367713746,1.0347196599733695,1704
beta,eqw_top25,180,90,1.0,0.4,M,q20,50000000.0,none,0.9983073657727944,0.5012354056545741,0.502085252337656,-0.576984161505552,25.570577434622304,1.1454112096202416,0.8376949138437657,2007
totvol,advw,180,180,,,M,q20,5000000.0,fund63,0.99782936317019,0.27253820922741673,0.27313107760382926,-0.4031148297538726,10.011153167596653,0.6499522045894556,1.2767074914497487,1704
beta,advw_top100,730,180,3.0,1.0,M,q20,20000000.0,fund63,0.9972567749242651,0.35553691900827894,0.3565149196758072,-0.36648222805764297,14.163069690613803,1.001283124344549,0.9989567452083624,1704
beta,eqw_top25,730,180,3.0,0.6,W,rank,5000000.0,fund90,0.9968955618959477,0.21231285347160103,0.21297401812865271,-0.2876647893608453,13.406644860131761,0.4965716876964693,1.4436723480638884,1673
beta,eqw,730,180,3.0,0.6,M,rank,5000000.0,fund90,0.9965115449949769,0.1901379100164726,0.19080351950908006,-0.2598711362105454,8.494421914564295,0.41791652593363965,1.5078722988427327,1673
beta,advw_top100,730,180,3.0,0.4,M,q20,50000000.0,fund90,0.995663670989625,0.35730158530027817,0.3588577104004844,-0.4736295356604634,13.124337408206959,0.4180348678603207,1.4903011685469456,1673
beta,advw,730,180,3.0,0.4,W,q20,20000000.0,fund90,0.9945229135451327,0.3038726962394719,0.30554619918838277,-0.5154621821609227,21.298836539480256,0.5600024813794398,1.338400146396194,1673
beta,eqw,365,180,3.0,0.8,M,q20,50000000.0,fund90,0.9938993029534512,0.4145059967445073,0.41705029424285694,-0.484457150802554,14.57672601399779,0.6881681143815693,1.2585231894828575,1673
beta,sqrt_advw,365,180,3.0,0.8,M,q20,50000000.0,fund90,0.993798200480108,0.42100543635619636,0.4236327215654112,-0.5028769074794462,14.99370094108691,0.7626064009607791,1.1983357147651437,1673
beta,advw,730,180,3.0,0.4,W,rank,20000000.0,fund63,0.9931562046011497,0.255211162360835,0.25696981117217854,-0.2730112987440144,18.130968537444144,0.3191036463100062,1.4945236459866842,1704
beta,btc,730,180,3.0,0.4,W,rank,5000000.0,fund63,0.9930306230959458,0.19057934847887414,0.19191688961686784,-0.21225723824397658,13.137592363862243,0.15747406125648217,1.683791705704288,1704
beta,advw,730,180,3.0,0.6,M,q20,50000000.0,fund90,0.9929423445272925,0.3403764500990055,0.342795784644523,-0.47988735545838557,13.009457571822422,0.5345834643990288,1.4041436991443568,1673
beta,eqw,730,180,3.0,0.8,M,q20,50000000.0,fund90,0.9928320416637764,0.37427070932992634,0.37697283490440925,-0.4446174780729495,13.999369398912695,0.6574045137264657,1.310042235511823,1673
beta,advw,730,180,3.0,0.4,W,q20,20000000.0,fund63,0.991688514031454,0.318495046963752,0.32116440037103233,-0.5100910876305744,23.0527455693707,0.6165779047027364,1.294700104569266,1704
beta,advw,730,180,3.0,0.8,M,rank,5000000.0,none,0.9911285527032226,0.2876596982631023,0.29023449831864273,-0.4266366679719949,10.597968802750728,0.6300697582961052,1.4905993854286843,2007
beta,eqw_top25,365,90,1.0,0.6,M,q20,50000000.0,fund90,0.9902987318973692,0.4139760831765889,0.41803151901793184,-0.46320629070908304,17.31967832982386,0.6381634805129837,1.3201152429596663,1673
beta,eqw_top100,730,180,3.0,0.6,W,q20,20000000.0,none,0.9892031596659587,0.5634102541893357,0.5695596993236375,-0.7408930553856041,29.51596470694491,0.8174943011528417,1.375088372282508,2021
totvol,advw,90,90,,,M,q20,20000000.0,fund63,0.9890319379741284,0.32427686509681486,0.32787299645858087,-0.3921579703307832,15.649217322449838,0.8841958065072403,1.0833777793366468,1704
beta,advw_top100,730,180,3.0,1.0,M,q20,20000000.0,fund90,0.9882910516370493,0.33514418396905626,0.3391148623817938,-0.34090674482825256,13.063835609957739,0.867621831263359,1.102511420430909,1673
beta,eqw_top100,730,180,3.0,0.4,W,rank,20000000.0,fund63,0.9878142415653742,0.27410194454288933,0.2774832888707133,-0.3375815599648026,18.69942203286947,0.26185019153018757,1.5366696926725059,1704
beta,eqw_top25,730,180,3.0,0.4,W,rank,20000000.0,fund63,0.9870725863119939,0.2782484504632498,0.28189259262368066,-0.29321259211569756,19.28102293719658,0.2822091448800619,1.521160379669926,1704
beta,btceth,730,180,3.0,0.8,W,rank,5000000.0,none,0.9868381530794109,0.30002133368137895,0.3040228357052954,-0.6109383992187616,14.718258876247905,0.7927542630329734,1.3017862961039268,2021
beta,advw_top100,365,180,3.0,0.4,M,q20,20000000.0,fund90,0.9867884429617324,0.30324025789848824,0.3073001716440327,-0.3838186533299933,13.570323779543928,0.27532616550984024,1.569217143077692,1673
beta,advw,730,180,3.0,0.6,W,rank,5000000.0,fund63,0.985475549103535,0.19702642097203033,0.1999302987793668,-0.27150331992421634,13.246904242506137,0.39393843416908525,1.4831399351149936,1704
beta,sqrt_advw,730,180,3.0,0.8,W,q20,20000000.0,none,0.9852835588510171,0.549685477560046,0.5578957170472414,-0.8689672853467951,29.569722181890338,0.9052471347479409,1.2129653368746647,2021
beta,sqrt_advw,730,180,3.0,0.8,M,q20,50000000.0,fund90,0.9852520712993837,0.3699406266727823,0.37547815168243404,-0.4430690275689948,14.018781274672737,0.6662259953837031,1.2934037857203966,1673
beta,advw,730,180,3.0,0.6,M,q20,5000000.0,fund90,0.984709939674898,0.2524969575598446,0.2564175981032612,-0.40260581692714925,10.229835887450529,0.4634029733398936,1.4131949426430983,1673
beta,btc,730,180,3.0,0.4,W,rank,5000000.0,none,0.984680383842512,0.26640096331189217,0.2705456183379193,-0.45181237466896473,14.872500304812903,0.6828568181610063,1.4207901231321824,2021
beta,advw_top100,730,180,3.0,0.6,W,rank,5000000.0,fund63,0.9845516374136709,0.1979561735162324,0.20106225615168904,-0.2691918294173561,13.300857093757466,0.3941059467650485,1.4798927117767253,1704
beta,advw,730,180,3.0,0.4,M,q20,50000000.0,fund90,0.9845318131823264,0.35312858663519836,0.35867666428550654,-0.47219274592073357,13.19370322629772,0.41559695969527327,1.4713318900025303,1673
beta,btceth,730,180,3.0,0.4,W,q20,5000000.0,fund63,0.9845146913933369,0.25666220130908335,0.26069920901418087,-0.33964273986650867,17.23559257077114,0.18575959525434568,1.6258706708652992,1704
beta,eqw_top25,365,180,3.0,0.8,M,q20,50000000.0,fund63,0.9842771517929255,0.4743735088959531,0.48195115372926267,-0.6022670150161478,17.241631518863574,0.6916915619940093,1.2333942359980228,1704
beta,eqw,730,180,3.0,0.4,W,rank,20000000.0,fund63,0.9835240787061035,0.2582834089957506,0.26261015321103365,-0.3317665130426891,18.087824717144862,0.3202801429194701,1.4908157836149756,1704
beta,eqw_top100,730,180,3.0,0.6,M,q20,5000000.0,fund63,0.9832188665690009,0.2848972072020594,0.2897597034485563,-0.41475847104684305,12.134284851793266,0.3325947914350875,1.5045402998956583,1704
beta,eqw,730,180,3.0,0.4,W,rank,5000000.0,fund63,0.9831592896458183,0.20000257899096524,0.20342845874244433,-0.27387203879394795,13.398861779666516,0.1538857258972394,1.6767628202381974,1704
beta,sqrt_advw,730,180,3.0,0.6,W,q20,20000000.0,none,0.9830805173407117,0.5197875965934872,0.5287334937727604,-0.7076820821266474,28.862600285881673,0.864500398731536,1.261872909856975,2021
beta,advw,365,90,1.0,0.4,W,q20,20000000.0,fund63,0.9825675577551636,0.30405260398271117,0.3094470213095261,-0.37401548148349706,25.042894322279125,0.05544912338384879,1.7424174496880336,1704
totvol,advw,90,90,,,M,q20,20000000.0,fund90,0.9824806584099884,0.3134811753156245,0.31907109074589945,-0.387326593955073,14.609547234017848,0.9014469028298875,1.0579721426273372,1673
beta,eqw_top25,730,180,3.0,0.8,M,rank,5000000.0,fund63,0.9824768447666735,0.2475728963704957,0.2519885305075981,-0.32101814412463303,10.566835091144503,0.5152053729392371,1.3952049078078392,1704
beta,sqrt_advw,365,90,1.0,0.6,M,q20,20000000.0,fund63,0.9822982251518204,0.31241130905724895,0.318041202822049,-0.3785553619950821,16.32503287004715,0.5579021377865182,1.3583688563942062,1704
beta,eqw_top25,730,180,3.0,0.6,W,rank,20000000.0,fund90,0.9821788763289352,0.263600374634588,0.2683832660093855,-0.3213456091881943,18.31697617509827,0.45009021563716944,1.4089644209700558,1673
beta,advw_top100,730,180,3.0,0.4,W,rank,20000000.0,fund63,0.9818824148281233,0.25336195868779515,0.25803696538566245,-0.26776206648215944,18.185560041414046,0.3039472752634807,1.484324869092548,1704
beta,eqw,730,180,3.0,0.6,M,q20,5000000.0,fund90,0.9813038722692042,0.2587791077023538,0.2637094533255465,-0.371869795822107,10.520993521547183,0.46449623853530675,1.406470138261255,1673
beta,eqw,365,90,1.0,0.6,M,q20,20000000.0,fund63,0.9806492472029948,0.3095640463625109,0.3156725477997853,-0.3648971499883473,16.116247974961762,0.44901246554780677,1.4453216171537362,1704
beta,eqw_top100,730,180,3.0,1.0,W,q20,20000000.0,none,0.979802801932912,0.6714869482588606,0.6853286670891126,-1.1347285595775394,32.451912918469176,0.9090594779257158,1.190546019294868,2021
beta,eqw_top100,730,180,3.0,0.8,M,q20,50000000.0,fund90,0.9793410884014742,0.3936895266446858,0.40199429116905944,-0.47306640462207894,15.004693993187027,0.6515750198537538,1.302521934749345,1673
beta,eqw_top25,365,180,3.0,0.6,M,q20,20000000.0,fund90,0.9792712402091872,0.3312683767294535,0.3382805122089458,-0.36589915525174366,14.367581856908327,0.281782465171509,1.5801261904940098,1673
beta,eqw_top25,365,90,1.0,0.4,M,q20,50000000.0,fund63,0.9765419553156774,0.4208470877805084,0.43095648424492433,-0.555875495545505,18.089569642614602,0.5594544856942195,1.3420033295257443,1704
beta,eqw_top100,730,180,3.0,0.6,W,rank,20000000.0,fund90,0.9762578714728356,0.25444036020091765,0.26062822911435796,-0.3513300042322973,17.5830970785138,0.39677484765166554,1.433269082526062,1673
idvol,advw,180,180,,,M,q20,50000000.0,fund90,0.9761630750938732,0.34408956730553025,0.35249189001790576,-0.4051023676375247,13.812610042046034,1.3231529144255156,0.6930194078836854,1672
beta,eqw_top25,365,90,1.0,0.4,W,q20,20000000.0,fund90,0.9758452381701707,0.3259543858931274,0.33402262279245404,-0.4079957428946566,25.304194505719888,-0.24403319000281085,2.024851602088377,1673
beta,eqw_top25,365,90,1.0,0.6,M,q20,50000000.0,fund63,0.9758163191486001,0.4208884870326985,0.43131937719582686,-0.5803582945801342,18.491500580237073,0.7198994308663816,1.2113311780340927,1704
beta,eqw_top25,730,180,3.0,0.4,M,q20,50000000.0,fund63,0.9755558524671459,0.41107148697353735,0.42137155544088245,-0.6164731528972083,15.468962214774967,0.3454978333811104,1.5429056909514276,1704
beta,advw_top100,730,180,3.0,0.4,W,q20,5000000.0,fund63,0.9755312189696936,0.2561753163251348,0.26260083874680507,-0.302227278726632,17.14780194005996,-0.00020482092955296613,1.7509579949005942,1704
beta,advw,730,180,3.0,0.6,W,rank,5000000.0,fund90,0.9749692631039335,0.18572663919403362,0.19049486606659805,-0.27469167701192443,12.101946405548205,0.50967081818734,1.384219431835201,1673
beta,advw_top100,730,180,3.0,0.6,W,rank,5000000.0,fund90,0.9748238436523046,0.18684165044963277,0.19166709110192276,-0.2729820224158154,12.156694209391418,0.5115212673823676,1.383210498639484,1673
beta,advw_top100,365,180,3.0,0.6,M,q20,20000000.0,fund63,0.9736181013809191,0.30395952970177764,0.3121958489377513,-0.3419567623264508,14.66419050028107,0.5640180166267259,1.3168316047323576,1704
beta,sqrt_advw,730,180,3.0,0.6,W,rank,20000000.0,fund90,0.9733725730770745,0.24093842164677706,0.24752949519125073,-0.3228186542124357,16.9835864474174,0.44483118357133244,1.3916027264951993,1673
beta,btc,730,180,3.0,0.4,M,q20,5000000.0,none,0.9727841154601635,0.3696254105969586,0.37996653596888946,-0.5878404487382007,14.304565314793505,0.7287148050701654,1.3867797393844044,2007
beta,eqw,730,180,3.0,1.0,W,q20,50000000.0,fund63,0.9715519009179135,0.4177460525978683,0.4299781125467261,-0.4224464500074603,26.63882960589207,0.793105554952271,1.1263068965565863,1704
beta,eqw,730,180,3.0,0.6,M,q20,50000000.0,fund63,0.9712870702789735,0.37068406282326155,0.38164212637649286,-0.5423366773752876,14.705784391350582,0.5555355280095468,1.3514598468120678,1704
beta,btc,730,180,3.0,0.4,W,rank,5000000.0,fund90,0.9703457721123033,0.17747908709495183,0.1829029323316423,-0.22678809401958933,11.972047146601177,0.183092290230454,1.656102335944774,1673
beta,btc,730,180,3.0,0.6,W,rank,5000000.0,none,0.9695473704852382,0.27130030219702134,0.2798216058914596,-0.5204702132365959,14.653091275444451,0.7164319632888937,1.3747237482160422,2021
beta,advw,730,180,3.0,0.4,M,q20,50000000.0,none,0.9695008071193191,0.4662671227312447,0.48093525998876235,-0.6318720869910153,20.618174960736848,0.7806816472258498,1.187609041110967,2007
beta,eqw,730,180,3.0,0.4,W,rank,5000000.0,fund90,0.9690905664989522,0.18709305786617642,0.1930604469116754,-0.2733991755053066,12.239097295186886,0.3020103878125108,1.5025701873276505,1673
beta,advw,365,90,1.0,0.4,W,q20,20000000.0,fund90,0.968602707862478,0.2885035650452313,0.2978554186389833,-0.3293153827261152,23.468694801606805,-0.14596975003637203,1.9189704921836648,1673
beta,sqrt_advw,730,180,3.0,0.8,W,q20,20000000.0,fund63,0.9684011339169861,0.3277083338663359,0.3384014355092937,-0.6253287610849685,23.593864273763355,0.9408362682695907,0.9996753816394017,1704
beta,advw,730,180,3.0,0.6,M,q20,5000000.0,none,0.9677914517567452,0.35783989571507757,0.3697489733614848,-0.6359393780244629,14.339500084228154,0.610606556663039,1.4518331701576634,2007
beta,advw,730,180,3.0,1.0,M,q20,50000000.0,none,0.9675983377960061,0.508373428637609,0.5253971702716864,-0.6693549928252622,20.7760223014059,0.837427250173114,1.139832850830509,2007
beta,btceth,730,180,3.0,1.0,M,rank,5000000.0,none,0.967429332810902,0.31914033845874384,0.329884910075519,-0.6049443611242251,10.246159275245414,0.741885973457228,1.328562350838381,2007
beta,sqrt_advw,730,180,3.0,0.6,M,q20,50000000.0,fund63,0.9666695914707719,0.36644556464127653,0.3790804716260243,-0.5414166079016458,14.813555873340682,0.5064089154719486,1.3899484547789578,1704
beta,eqw_top100,365,180,3.0,1.0,M,q20,50000000.0,fund90,0.9666009998015831,0.5072215341435825,0.524747578626239,-0.5833263913812008,16.98740591078529,0.9351794041164442,0.9972316250823244,1673
beta,sqrt_advw,730,180,3.0,0.6,M,q20,5000000.0,fund90,0.9665829454109724,0.25374949547913517,0.2625222146571661,-0.374177182027882,10.713398832680188,0.4490924932025068,1.3907558792716814,1673
idvol,advw,90,90,,,W,q20,50000000.0,fund90,0.9665159081528512,0.36451579851435695,0.3771441271059865,-0.2986823676663587,25.835672795914338,0.6087126139741473,1.2753586903350385,1673
beta,eqw_top100,730,180,3.0,0.8,W,q20,20000000.0,fund63,0.9662989522142014,0.35322421115534736,0.36554340698182547,-0.6107249480971599,25.0884775564724,0.8017381309252013,1.1098914890710243,1704
beta,btc,730,180,3.0,0.6,M,q20,20000000.0,fund90,0.9662134091006274,0.2730875031741994,0.282636838406533,-0.2742545794241824,12.8900432717444,0.5106256029264231,1.4201464634562315,1673
totvol,advw,180,180,,,M,q20,50000000.0,none,0.9661076030599703,0.47282026435827457,0.48940745612673187,-0.7906677723687775,20.21929252907789,0.956285485253141,0.9824400679507269,2007
beta,eqw_top100,730,180,3.0,0.6,W,rank,5000000.0,fund63,0.9659084217368522,0.209573350342762,0.21697020714025536,-0.30608657134514405,14.10765421731314,0.2942279565673044,1.543029691874337,1704
beta,eqw_top25,180,90,1.0,0.6,M,q20,50000000.0,fund63,0.9658732384268196,0.39015912605226155,0.4039444417030738,-0.5684980827353328,17.90240836400264,0.678240970688821,1.254045217389335,1704
beta,sqrt_advw,730,180,3.0,0.4,W,q20,50000000.0,none,0.9652438315316445,0.4534343514807825,0.46976145992176394,-0.4588193424364624,32.94648959683329,0.45550934201971915,1.5174408857683743,2021
beta,advw_top100,730,180,3.0,0.8,M,rank,5000000.0,fund63,0.965139651741569,0.21278427418385112,0.22046993282255836,-0.30051333687491977,9.183490998329258,0.5205847671040825,1.3429592569196753,1704
beta,advw_top100,365,90,1.0,0.4,M,rank,20000000.0,fund90,0.9650152921699521,0.20696918478366116,0.2144724404504163,-0.3396878543556314,13.877402633620173,0.13321506671111852,1.7013236924546289,1673
beta,advw,730,180,3.0,0.6,W,q20,20000000.0,fund63,0.9647917882851446,0.3004561577568239,0.3114207245595087,-0.5510826037975795,23.01975368173201,0.7638574460445633,1.1361683649416146,1704
beta,eqw_top25,730,180,3.0,0.8,M,rank,5000000.0,fund90,0.9647372466943024,0.2307251797822438,0.23915856941652214,-0.334819510416544,9.604235014852284,0.5759769719596685,1.3483999761276395,1673
idvol,advw,180,180,,,M,q20,50000000.0,fund63,0.9645379351463553,0.3525405477786356,0.3655020035320253,-0.4389784471111382,14.794547897339884,1.1727264770694534,0.7887075004588945,1703
beta,eqw_top25,180,90,1.0,0.4,M,q20,50000000.0,fund63,0.963990959620733,0.3957338626699219,0.41051615548927667,-0.5467753462083578,17.413026271751704,0.5275360573398,1.3669248720899951,1704
beta,eqw_top100,180,90,1.0,0.4,M,q20,50000000.0,fund90,0.962984905766104,0.38105512997706276,0.39570207974746374,-0.43737590160114537,16.620032941902576,0.6147710090395745,1.2849909345524637,1673
beta,advw_top100,365,90,1.0,0.4,M,rank,20000000.0,fund63,0.9624871199154675,0.21447108760366212,0.22283008589506992,-0.33384070255395326,14.939844173221205,0.36722745548666247,1.4714864457701233,1704
beta,sqrt_advw,730,180,3.0,1.0,M,q20,5000000.0,none,0.9621782269601699,0.4460199058799193,0.4635522748098753,-0.7636882305840728,15.514724326602668,0.7702929903215832,1.2132333608036214,2007
beta,eqw_top25,730,180,3.0,0.6,M,rank,5000000.0,none,0.9621357023471072,0.28539820232281854,0.2966298845647203,-0.4099384618740314,11.586908110847105,0.49433221692298174,1.5608391994645627,2007
beta,btceth,730,180,3.0,0.6,M,q20,5000000.0,fund90,0.9614180008587647,0.2536057923605369,0.2637830705624497,-0.2885940890764087,10.062072290474932,0.3606139753337737,1.4676030050216655,1673
beta,btc,730,180,3.0,0.8,M,q20,20000000.0,none,0.9602681652521116,0.4084414139239167,0.4253409919266492,-0.7626248497771982,17.992824574870017,0.745219759142646,1.3197219906702558,2007
beta,advw_top100,730,180,3.0,0.8,M,q20,50000000.0,fund90,0.9597026931596359,0.33446782260643215,0.3485119141483925,-0.49611715277656177,12.914475418669666,0.6215757108922606,1.2766227695122476,1673
totvol,advw,180,180,,,W,q20,20000000.0,fund90,0.9589788958728419,0.32140232137240915,0.3351505677086623,-0.5258619291611902,19.44942138034937,0.8601626243273311,1.0521813391992323,1673
beta,advw,365,90,1.0,0.4,M,q20,20000000.0,fund63,0.9585016982566738,0.28734119144278514,0.29978161954788635,-0.3474901641271876,16.090101531815566,0.3505165335725751,1.478639390019903,1704
beta,btc,730,180,3.0,0.6,M,q20,5000000.0,none,0.9576537976506,0.3798945536008553,0.39669299545706993,-0.6160757934857171,14.138080441489528,0.747094187947773,1.3454902772604223,2007
beta,advw,730,180,3.0,0.8,M,rank,5000000.0,fund63,0.9575988418895484,0.20955906297538754,0.21883804972224322,-0.29902609474800734,9.131078306361735,0.5037031787429284,1.3441321122066352,1704
beta,eqw_top25,730,180,3.0,0.4,M,rank,20000000.0,fund90,0.9574945004111854,0.24086995552657295,0.251562756154875,-0.3106488252103348,12.998111228386353,0.28413418790088485,1.488155702808914,1673
beta,sqrt_advw,730,180,3.0,1.0,W,q20,20000000.0,none,0.9571629543601393,0.5849897747662923,0.6111705139668263,-1.0480561928883643,30.67027251424612,0.9254142071241116,1.0868564100204297,2021
beta,eqw_top100,730,180,3.0,1.0,W,q20,50000000.0,fund90,0.9567685122438448,0.43818205785580616,0.45798126950077733,-0.416677882243784,26.527875387356477,0.9208379216966407,0.9919951445663341,1673
beta,eqw_top25,365,180,3.0,0.8,M,q20,50000000.0,fund90,0.9566188758850926,0.44994923369115264,0.4703537061976181,-0.6427907816877677,15.87506219340094,0.6965395248157543,1.1919317679668469,1673
beta,eqw_top100,730,180,3.0,0.8,W,q20,20000000.0,fund90,0.9565441626006131,0.33267285802554813,0.3477861985181016,-0.6131629321196364,23.27490978869931,0.6612295400382537,1.2199343156014075,1673
beta,sqrt_advw,730,180,3.0,1.0,W,q20,50000000.0,none,0.9559716775615984,0.5048866183918348,0.5281397244734819,-0.7307661303593835,36.02715916200898,0.597447482320944,1.353441967757465,2021
beta,eqw_top100,365,90,1.0,0.4,W,q20,20000000.0,fund90,0.9559324503153024,0.3123361829869027,0.32673457510923753,-0.3608671727908762,24.652724318683443,-0.15972798178290157,1.925241405320725,1673
beta,eqw_top100,730,180,3.0,1.0,W,q20,50000000.0,fund63,0.9559150511531306,0.4503022915419085,0.4710693601891757,-0.5160509022290956,28.600842281315057,0.9122627749549781,0.9986252801499447,1704
beta,advw_top100,730,180,3.0,0.4,W,q20,50000000.0,fund90,0.9551751453067439,0.35348325222035654,0.3700716606343848,-0.4109202564340193,21.948634937997404,0.3027192567632541,1.499810675675414,1673
beta,eqw_top100,365,90,1.0,0.4,M,rank,20000000.0,fund90,0.9548988093535676,0.22087877756408236,0.23131118753159763,-0.38556742283945095,14.375014485174388,0.06855237531144984,1.719941610727481,1673
beta,eqw,730,180,3.0,1.0,M,q20,5000000.0,none,0.9548556033407374,0.46402445171249473,0.48596295616742474,-0.809806426007582,15.33358573751267,0.7543923312797437,1.2392070560970152,2007
beta,eqw_top25,730,180,3.0,0.6,W,rank,20000000.0,fund63,0.9543454877552574,0.26756010898889765,0.2803597988588317,-0.3179701181985258,19.808825673867485,0.43220113860681325,1.3668254817587189,1704
beta,eqw_top25,180,90,1.0,0.4,M,q20,50000000.0,fund90,0.9542982125164183,0.38324532658128635,0.4015991244190795,-0.4984489816633684,16.185692118166962,0.6053093770539177,1.283732483938578,1673
beta,advw_top100,730,180,3.0,0.8,M,q20,5000000.0,fund63,0.954212224471384,0.28495100838647885,0.2986243532400105,-0.45471653353006836,11.278553080383425,0.6043037439132829,1.2386748081268488,1704
beta,eqw,730,180,3.0,0.4,M,q20,50000000.0,fund63,0.9537709599318813,0.37749405984883794,0.39579110258903105,-0.5348968740215079,14.71816238312227,0.4118419905575,1.4355612649146472,1704
totvol,advw,180,180,,,W,q20,50000000.0,fund90,0.9536978852390348,0.3635923320052238,0.38124477115107896,-0.4592572264453445,21.73189699744798,0.8939576637285749,1.009340370465683,1673
beta,advw,730,180,3.0,0.6,W,rank,20000000.0,fund90,0.9535237082343331,0.2280435811205413,0.23915879505798135,-0.2933641350331473,16.58208377798529,0.41920324245253,1.373079978495484,1673
beta,btc,730,180,3.0,0.8,M,rank,5000000.0,none,0.953519956471222,0.28780234362049884,0.30183148414176364,-0.48574708569607217,10.104531943156093,0.7240990666342692,1.3566716119170965,2007
beta,eqw_top100,730,180,3.0,0.6,W,rank,5000000.0,fund90,0.9523236359992845,0.19649560251516263,0.20633280020292413,-0.30775540173118104,12.882831929467562,0.4284036870846952,1.4067575392676117,1673
beta,advw,730,180,3.0,0.8,M,q20,5000000.0,none,0.9520108231426944,0.3739404863407316,0.39279016293776176,-0.661687018846661,14.450227835670946,0.6573081395838193,1.3526938891688727,2007
